# True_Mass_GeV  Predicted_Mass_GeV  Resolution_GeV
441.31  445.08  3.77
911.18  845.01  -66.16
476.05  463.68  -12.37
381.21  388.17  6.96
534.07  442.03  -92.05
523.15  407.22  -115.93
399.81  383.46  -16.35
537.82  409.25  -128.57
457.63  409.63  -48.00
467.52  532.02  64.50
478.10  540.46  62.36
391.72  474.18  82.45
369.59  382.42  12.83
519.53  650.93  131.40
653.32  687.88  34.56
746.05  638.72  -107.32
394.09  412.26  18.18
588.21  527.68  -60.53
672.84  534.46  -138.38
858.55  718.53  -140.02
460.75  451.16  -9.59
366.47  413.87  47.40
706.48  745.39  38.91
514.47  496.66  -17.81
548.78  621.97  73.19
390.98  440.56  49.57
391.55  430.46  38.91
777.03  734.97  -42.06
526.43  545.66  19.23
489.96  502.11  12.15
623.91  605.86  -18.05
899.65  869.06  -30.59
570.10  583.08  12.97
520.40  494.47  -25.93
808.69  701.32  -107.37
1373.67  863.37  -510.29
610.50  514.79  -95.71
519.90  506.51  -13.39
486.30  554.59  68.29
432.63  464.88  32.25
475.72  557.96  82.24
468.02  556.83  88.81
489.56  504.01  14.45
425.69  431.60  5.90
461.17  541.89  80.71
547.42  496.59  -50.83
370.87  373.17  2.30
580.41  622.36  41.95
440.90  464.74  23.84
802.75  771.32  -31.43
817.87  879.82  61.95
598.83  535.79  -63.04
582.57  469.08  -113.49
431.94  485.60  53.66
380.79  407.69  26.90
656.92  603.05  -53.86
520.88  473.86  -47.01
698.31  716.85  18.54
537.96  492.93  -45.03
409.22  394.72  -14.51
558.55  422.98  -135.57
422.85  425.71  2.86
398.86  430.62  31.76
428.33  421.33  -7.00
477.35  424.84  -52.50
449.97  430.89  -19.08
605.23  600.66  -4.56
1004.12  998.10  -6.02
397.59  407.38  9.79
344.57  422.39  77.82
398.59  403.65  5.07
508.88  518.10  9.22
597.32  596.43  -0.89
618.61  648.72  30.10
591.35  582.35  -8.99
533.12  552.55  19.43
401.30  419.68  18.39
503.15  477.33  -25.82
493.71  523.77  30.06
391.91  417.42  25.50
583.16  626.57  43.41
370.98  424.99  54.02
682.76  589.28  -93.48
474.78  510.07  35.29
457.76  502.15  44.39
796.33  722.55  -73.78
497.03  542.28  45.25
547.84  509.78  -38.06
503.14  523.08  19.94
645.16  766.54  121.39
525.25  436.37  -88.88
642.71  574.39  -68.32
416.84  449.74  32.90
409.17  427.84  18.67
431.47  484.83  53.36
357.03  423.51  66.49
404.98  404.50  -0.48
513.64  487.70  -25.94
696.50  720.36  23.85
551.13  522.91  -28.22
445.49  493.88  48.39
367.35  383.15  15.80
438.88  526.56  87.68
358.38  410.23  51.85
862.22  460.64  -401.57
1089.95  1282.61  192.66
429.24  447.44  18.20
897.32  785.80  -111.52
427.41  457.75  30.34
512.26  462.27  -49.98
593.28  570.21  -23.07
551.99  575.57  23.58
566.40  634.44  68.04
425.48  460.70  35.22
418.63  471.97  53.33
1078.53  710.79  -367.74
483.16  495.11  11.95
416.33  482.60  66.27
540.59  563.95  23.36
581.52  617.37  35.86
525.16  514.63  -10.54
372.75  462.59  89.84
703.52  642.24  -61.28
424.94  447.16  22.23
384.94  436.38  51.44
546.88  522.50  -24.38
432.31  401.53  -30.79
444.90  419.21  -25.69
1031.79  739.82  -291.98
608.60  592.39  -16.21
695.99  717.17  21.18
836.29  692.65  -143.64
557.30  449.06  -108.25
589.91  489.43  -100.48
1063.17  1016.76  -46.41
584.07  582.11  -1.95
391.41  452.09  60.68
405.48  457.50  52.02
436.73  474.78  38.06
490.60  509.23  18.64
586.68  471.42  -115.26
444.45  470.24  25.80
661.36  579.83  -81.54
459.74  538.61  78.87
379.27  378.95  -0.32
642.61  603.36  -39.25
529.31  488.18  -41.13
578.19  553.52  -24.66
473.12  526.17  53.04
420.05  431.01  10.96
393.82  411.46  17.64
469.89  423.20  -46.69
484.93  503.22  18.29
385.66  400.91  15.25
354.75  387.46  32.71
425.96  417.69  -8.27
760.45  721.22  -39.23
369.80  401.23  31.44
500.28  557.51  57.23
455.22  449.43  -5.79
851.73  913.98  62.24
494.92  459.96  -34.96
541.96  604.09  62.13
421.91  477.41  55.50
397.80  398.06  0.26
496.79  443.26  -53.53
522.12  526.82  4.70
839.49  903.32  63.83
583.55  573.52  -10.03
448.10  462.59  14.48
707.86  598.35  -109.50
596.22  583.98  -12.24
454.56  456.14  1.58
556.97  578.25  21.28
464.97  532.87  67.89
1229.63  1118.76  -110.87
422.49  525.48  102.99
706.41  434.56  -271.85
387.13  448.36  61.24
542.14  511.76  -30.38
414.26  397.71  -16.55
363.04  389.97  26.94
559.75  467.91  -91.84
466.94  400.93  -66.01
547.55  463.48  -84.07
708.38  659.71  -48.67
688.35  563.59  -124.76
364.34  383.91  19.57
521.48  525.72  4.24
400.57  390.70  -9.87
546.40  610.75  64.35
432.87  466.48  33.61
346.47  402.46  55.99
414.61  396.22  -18.39
599.64  552.73  -46.91
469.27  519.54  50.26
775.55  498.81  -276.74
704.77  736.42  31.65
709.62  642.53  -67.09
372.47  425.17  52.70
879.25  894.08  14.83
397.89  427.79  29.90
462.72  508.31  45.59
374.07  458.55  84.48
384.24  435.81  51.57
778.02  721.41  -56.61
366.50  505.57  139.07
1132.77  1277.11  144.34
424.62  417.67  -6.95
392.79  421.50  28.71
451.77  489.78  38.01
459.97  408.34  -51.63
701.60  631.35  -70.25
471.88  477.01  5.13
458.37  476.26  17.89
693.73  863.58  169.85
453.95  424.53  -29.42
534.49  485.27  -49.22
1227.35  1288.37  61.02
854.93  863.82  8.89
659.22  786.88  127.65
361.99  423.27  61.28
428.54  445.71  17.17
399.67  389.60  -10.06
623.92  654.24  30.33
433.51  438.12  4.61
400.10  409.85  9.75
670.86  719.46  48.60
488.64  432.42  -56.22
1161.52  861.36  -300.16
458.05  461.19  3.13
602.37  657.79  55.42
454.94  537.74  82.80
528.55  547.83  19.28
771.93  778.29  6.35
555.29  566.23  10.94
494.22  627.79  133.58
624.16  653.68  29.52
618.80  611.20  -7.59
431.35  463.80  32.45
435.88  384.57  -51.31
482.00  446.50  -35.50
481.69  404.16  -77.53
473.98  449.95  -24.03
520.04  546.38  26.33
477.53  439.28  -38.24
375.37  437.55  62.18
398.48  420.68  22.20
851.53  926.68  75.15
701.23  649.70  -51.53
492.22  456.91  -35.31
709.15  599.97  -109.18
400.85  439.98  39.14
420.15  389.82  -30.33
480.27  487.16  6.88
527.97  562.15  34.17
578.29  610.09  31.80
353.58  404.03  50.45
388.14  442.83  54.69
566.74  697.21  130.47
638.67  512.48  -126.19
430.34  445.03  14.68
376.53  376.04  -0.49
569.11  441.41  -127.70
426.92  382.20  -44.72
581.01  566.70  -14.31
411.82  383.14  -28.67
458.80  415.03  -43.77
578.42  449.09  -129.33
563.09  549.25  -13.84
599.00  483.32  -115.68
499.53  495.98  -3.55
715.32  657.14  -58.18
832.68  755.40  -77.29
348.85  373.64  24.79
391.91  429.01  37.10
565.74  488.79  -76.95
502.50  416.55  -85.95
594.50  636.36  41.87
420.51  462.02  41.51
475.59  478.04  2.45
476.26  460.42  -15.83
1040.20  614.17  -426.03
820.39  612.37  -208.02
641.60  682.62  41.02
790.21  785.14  -5.07
497.88  483.07  -14.81
455.98  404.03  -51.95
387.98  425.19  37.21
428.42  435.81  7.40
541.06  512.63  -28.43
591.16  620.13  28.97
500.72  486.07  -14.65
438.18  460.53  22.35
533.70  467.34  -66.36
474.02  485.32  11.30
433.64  448.47  14.83
1168.54  937.27  -231.27
590.35  602.12  11.76
457.32  434.32  -23.00
490.43  398.68  -91.75
355.95  443.28  87.33
641.41  616.18  -25.22
547.48  554.34  6.86
423.24  539.72  116.48
574.17  635.45  61.28
622.26  666.86  44.60
366.40  416.33  49.93
660.04  611.60  -48.44
520.48  529.67  9.19
567.83  539.64  -28.19
519.48  551.24  31.76
917.87  735.24  -182.63
559.03  484.61  -74.42
408.42  452.81  44.39
467.11  515.55  48.44
581.18  661.58  80.41
437.34  491.29  53.95
362.35  389.13  26.77
403.09  425.38  22.29
457.52  488.41  30.89
396.99  423.34  26.35
830.39  753.04  -77.35
410.28  419.23  8.95
669.53  680.74  11.21
396.18  467.14  70.96
999.20  802.69  -196.51
461.11  454.28  -6.83
466.69  496.80  30.11
511.14  503.94  -7.20
656.50  399.23  -257.28
505.39  539.44  34.05
369.65  397.35  27.70
480.66  472.30  -8.36
439.73  463.79  24.06
383.81  395.81  12.00
494.13  608.11  113.98
854.04  631.17  -222.87
461.03  450.76  -10.27
419.40  580.51  161.11
501.73  490.50  -11.24
362.58  398.32  35.75
652.49  634.77  -17.72
462.49  434.65  -27.84
552.82  573.04  20.22
539.31  525.54  -13.77
588.66  522.82  -65.84
404.53  481.55  77.02
495.64  467.43  -28.21
374.88  415.08  40.20
640.46  601.12  -39.34
704.78  668.35  -36.43
445.33  438.91  -6.43
672.52  708.94  36.42
773.00  518.47  -254.52
511.27  604.91  93.65
371.37  410.62  39.24
515.60  523.91  8.31
590.16  563.83  -26.33
550.85  469.23  -81.63
484.89  394.10  -90.78
391.24  379.75  -11.49
446.52  492.10  45.58
408.40  446.20  37.80
448.30  500.14  51.84
452.76  412.46  -40.30
350.25  406.49  56.24
550.35  637.79  87.44
535.34  611.74  76.40
608.51  488.53  -119.98
1023.65  1058.37  34.72
707.95  633.41  -74.54
456.57  524.03  67.46
437.47  416.19  -21.28
553.70  506.20  -47.50
719.46  723.83  4.38
468.83  473.26  4.43
359.88  398.90  39.02
433.87  457.55  23.68
635.91  696.70  60.78
508.56  555.36  46.80
636.84  685.08  48.24
472.66  418.02  -54.64
817.41  671.27  -146.13
644.90  577.56  -67.34
441.87  394.18  -47.69
585.79  407.83  -177.96
402.74  403.87  1.14
411.73  408.66  -3.07
527.57  499.61  -27.95
559.92  488.30  -71.62
1036.23  608.98  -427.25
1257.90  1251.22  -6.68
380.79  469.41  88.62
392.36  404.07  11.72
420.60  412.03  -8.58
663.12  594.29  -68.83
439.09  399.12  -39.97
381.77  432.27  50.49
554.41  470.42  -83.99
356.83  392.49  35.66
705.35  595.95  -109.40
337.66  421.34  83.68
692.34  718.25  25.92
360.61  408.73  48.12
903.74  888.03  -15.71
395.44  476.01  80.57
388.87  395.44  6.57
430.93  589.38  158.46
484.36  435.13  -49.22
628.64  664.32  35.68
855.25  915.23  59.97
672.11  615.28  -56.84
419.07  444.56  25.49
370.20  389.53  19.33
380.73  461.74  81.01
475.86  477.27  1.41
507.73  463.25  -44.48
567.72  616.99  49.28
523.96  436.04  -87.92
503.34  527.50  24.16
560.82  526.69  -34.13
494.24  479.86  -14.38
445.94  425.85  -20.10
376.56  392.91  16.35
656.62  549.85  -106.77
507.19  486.12  -21.07
452.55  491.48  38.94
476.48  540.56  64.08
769.16  682.42  -86.74
431.37  420.91  -10.46
463.97  421.93  -42.04
393.00  409.79  16.79
409.99  407.40  -2.59
416.11  401.84  -14.28
563.06  475.99  -87.07
713.65  757.39  43.74
446.06  467.18  21.13
490.44  515.09  24.65
758.83  771.65  12.83
802.94  498.56  -304.38
470.07  460.61  -9.46
563.73  458.66  -105.07
415.19  425.53  10.34
615.77  458.12  -157.64
983.07  976.69  -6.37
614.89  817.94  203.06
449.86  420.17  -29.70
501.73  563.77  62.03
568.33  610.21  41.88
401.73  414.11  12.38
704.88  627.80  -77.07
422.96  412.49  -10.47
708.45  728.19  19.74
378.38  399.15  20.77
528.62  561.94  33.32
388.67  455.99  67.31
447.06  426.94  -20.13
434.52  436.34  1.82
362.82  398.68  35.86
634.07  702.74  68.66
414.03  402.54  -11.50
540.62  569.92  29.30
1303.24  891.45  -411.79
800.39  742.39  -58.01
479.99  563.23  83.24
432.66  518.62  85.96
484.03  457.62  -26.41
954.81  764.71  -190.10
425.19  507.44  82.25
410.00  469.52  59.52
444.63  494.43  49.80
427.09  451.75  24.66
660.93  723.29  62.36
352.62  453.96  101.34
409.48  424.64  15.16
547.70  540.24  -7.46
408.20  390.74  -17.47
416.91  450.89  33.98
562.61  587.49  24.89
624.99  576.28  -48.72
592.85  521.41  -71.43
544.80  559.30  14.50
531.73  478.36  -53.37
553.35  617.26  63.91
553.32  483.73  -69.59
395.95  440.45  44.50
407.97  480.76  72.79
584.38  599.69  15.31
843.51  709.90  -133.62
607.04  608.56  1.52
527.83  742.00  214.17
602.95  631.43  28.48
573.86  615.54  41.67
346.86  378.13  31.27
471.49  605.54  134.06
413.48  459.26  45.78
933.43  748.59  -184.84
331.50  383.68  52.18
691.30  555.20  -136.10
481.94  459.51  -22.43
401.24  406.99  5.75
866.93  770.10  -96.83
419.41  403.62  -15.79
922.73  882.99  -39.75
444.48  529.78  85.30
563.92  534.13  -29.80
371.33  391.94  20.62
420.11  418.46  -1.64
486.73  484.91  -1.82
389.90  418.22  28.31
1077.74  589.45  -488.29
348.40  399.52  51.12
495.09  471.17  -23.92
500.21  434.46  -65.75
350.83  383.02  32.18
541.53  436.82  -104.71
428.04  428.60  0.57
426.79  467.80  41.01
839.85  875.54  35.69
384.56  491.49  106.93
556.01  529.34  -26.67
380.78  444.01  63.22
517.31  460.40  -56.91
402.51  476.43  73.92
530.67  484.93  -45.74
778.04  862.95  84.92
439.25  530.37  91.13
437.58  424.06  -13.51
664.87  741.82  76.95
397.82  443.91  46.09
643.84  619.33  -24.52
744.53  574.64  -169.89
565.36  422.41  -142.95
536.33  493.51  -42.83
375.74  382.33  6.58
535.71  589.06  53.36
764.10  662.29  -101.82
359.85  379.94  20.09
360.01  425.26  65.25
409.53  477.48  67.95
652.40  675.22  22.82
419.38  406.25  -13.12
786.43  789.99  3.56
629.42  549.84  -79.58
664.79  796.32  131.53
492.61  444.63  -47.98
472.07  514.87  42.80
382.51  421.25  38.73
655.26  566.52  -88.74
937.83  554.88  -382.95
749.92  729.44  -20.48
434.47  399.43  -35.04
384.27  389.71  5.43
679.26  559.04  -120.22
458.42  403.75  -54.67
676.14  466.66  -209.48
409.58  424.48  14.90
581.34  633.42  52.07
462.66  396.90  -65.76
404.01  589.62  185.61
480.79  664.19  183.40
491.57  487.58  -3.99
670.57  653.92  -16.65
497.65  431.73  -65.92
559.49  653.10  93.61
708.01  708.11  0.10
707.03  640.73  -66.30
477.25  484.90  7.65
425.51  454.96  29.46
927.61  808.49  -119.12
377.13  390.14  13.02
470.82  625.57  154.75
608.79  526.59  -82.20
451.34  458.57  7.23
489.90  488.36  -1.54
499.66  558.88  59.22
883.77  760.74  -123.04
540.28  474.38  -65.90
451.20  580.79  129.59
359.88  394.79  34.91
391.41  412.50  21.09
394.06  415.45  21.38
372.54  399.01  26.47
532.07  596.21  64.14
425.56  529.70  104.14
412.25  409.62  -2.63
600.84  661.52  60.68
659.54  480.65  -178.89
798.07  741.29  -56.77
809.08  904.58  95.50
371.10  451.48  80.38
590.77  549.11  -41.67
623.63  526.69  -96.94
609.40  527.40  -82.00
548.39  519.46  -28.93
429.29  408.34  -20.95
433.62  487.69  54.07
441.20  527.43  86.22
358.19  391.53  33.33
442.78  474.80  32.02
547.19  529.83  -17.36
905.38  985.73  80.36
421.86  441.34  19.48
428.28  457.73  29.46
543.37  427.24  -116.12
382.96  401.80  18.84
481.65  468.59  -13.07
916.35  579.45  -336.90
718.95  662.23  -56.71
704.13  544.01  -160.12
393.94  469.76  75.82
496.25  453.57  -42.68
698.60  588.48  -110.12
446.20  426.51  -19.69
539.05  506.16  -32.89
583.87  508.55  -75.32
456.72  490.43  33.72
386.88  407.67  20.79
499.27  383.01  -116.26
627.57  614.15  -13.41
585.56  665.03  79.47
372.46  406.71  34.25
412.81  391.28  -21.53
598.85  472.03  -126.82
865.90  652.43  -213.47
970.21  864.33  -105.88
397.52  430.80  33.28
628.36  571.16  -57.20
819.66  873.70  54.04
371.44  438.53  67.09
583.35  517.86  -65.49
484.91  453.43  -31.48
357.26  397.91  40.66
430.86  541.20  110.34
480.02  583.17  103.15
356.94  402.24  45.29
403.13  405.12  1.99
413.93  467.10  53.16
1087.49  733.44  -354.05
543.93  479.49  -64.44
476.11  502.76  26.65
365.59  398.15  32.56
432.85  442.14  9.30
559.84  615.00  55.16
444.99  418.98  -26.00
474.26  514.39  40.13
401.25  401.75  0.50
634.18  702.58  68.39
799.15  880.81  81.65
416.13  458.01  41.88
637.05  582.32  -54.72
590.91  711.50  120.58
404.06  493.59  89.53
735.81  783.15  47.34
393.32  436.28  42.97
405.55  442.71  37.16
400.13  439.85  39.72
357.41  386.93  29.52
438.89  445.03  6.14
467.40  504.19  36.79
751.13  751.95  0.82
607.87  801.28  193.41
411.46  459.02  47.56
534.85  590.42  55.57
543.57  822.46  278.89
361.18  394.69  33.51
371.43  375.76  4.33
884.50  1020.23  135.73
801.42  653.66  -147.76
504.92  537.01  32.10
514.38  436.55  -77.83
443.03  489.00  45.97
387.13  467.02  79.89
666.19  644.48  -21.71
597.04  546.32  -50.72
395.33  518.56  123.22
1056.98  757.32  -299.65
622.25  509.69  -112.56
385.61  387.76  2.15
537.50  589.55  52.05
646.21  745.79  99.58
487.37  512.27  24.90
475.28  441.08  -34.20
372.49  402.63  30.14
411.20  436.70  25.50
491.60  469.10  -22.49
348.95  401.34  52.40
715.45  536.79  -178.66
511.19  550.65  39.46
392.52  437.34  44.82
801.07  650.78  -150.30
419.68  468.67  48.99
420.83  400.63  -20.20
858.10  767.74  -90.36
464.84  428.38  -36.46
357.26  404.46  47.20
562.29  579.53  17.24
352.14  399.50  47.35
526.89  601.84  74.95
386.10  386.54  0.45
473.42  575.15  101.73
444.14  540.77  96.63
496.11  582.50  86.39
472.52  591.12  118.60
723.67  567.72  -155.94
449.17  435.89  -13.27
515.54  556.75  41.22
390.58  384.38  -6.20
528.04  595.17  67.13
401.44  398.67  -2.77
481.56  482.62  1.06
407.00  427.45  20.46
537.00  608.44  71.43
735.15  746.08  10.93
429.55  449.92  20.37
422.11  528.73  106.61
423.90  438.23  14.34
439.59  395.83  -43.77
538.85  543.90  5.04
716.94  553.87  -163.07
515.11  669.66  154.54
388.51  433.42  44.91
910.46  773.79  -136.68
514.90  479.45  -35.44
410.94  400.10  -10.84
622.77  573.28  -49.48
549.33  496.82  -52.51
386.65  403.04  16.39
415.61  413.91  -1.70
462.49  531.59  69.11
428.48  444.68  16.20
972.77  987.68  14.91
465.46  426.29  -39.17
389.44  437.54  48.10
841.87  791.33  -50.54
427.64  431.49  3.85
415.19  409.80  -5.39
649.83  746.74  96.91
477.20  487.77  10.57
597.03  530.78  -66.25
529.71  626.18  96.47
499.79  402.75  -97.04
552.02  469.39  -82.63
601.13  592.15  -8.99
480.34  451.95  -28.40
612.56  717.32  104.77
347.02  420.06  73.05
375.91  427.57  51.66
855.85  766.70  -89.16
620.50  742.96  122.47
507.45  523.49  16.04
390.65  414.38  23.73
461.95  488.77  26.82
418.17  422.75  4.58
381.49  394.17  12.68
362.98  449.71  86.73
394.17  389.35  -4.81
516.09  547.24  31.15
462.84  408.84  -54.00
735.19  614.28  -120.91
378.86  429.27  50.42
598.44  445.78  -152.66
484.82  833.83  349.01
484.11  477.14  -6.96
405.41  440.01  34.59
431.54  403.43  -28.11
456.04  431.18  -24.86
404.34  479.73  75.39
842.84  772.83  -70.01
542.93  557.75  14.82
408.02  435.01  26.99
587.96  523.58  -64.39
528.62  527.87  -0.75
850.99  642.09  -208.90
766.31  658.11  -108.20
519.18  514.01  -5.17
1021.05  838.96  -182.09
877.43  630.39  -247.04
373.08  460.65  87.57
482.16  525.01  42.85
385.98  378.83  -7.15
597.06  726.18  129.11
469.00  422.47  -46.52
490.47  677.27  186.80
1083.55  1103.66  20.11
406.28  392.13  -14.14
913.78  1015.90  102.12
385.87  392.00  6.14
674.80  727.59  52.78
415.18  390.59  -24.58
486.31  558.78  72.48
560.78  511.49  -49.29
376.38  448.07  71.70
448.79  504.29  55.49
386.95  443.21  56.26
539.75  702.08  162.33
401.21  435.20  33.99
475.77  469.15  -6.62
728.75  605.45  -123.30
550.85  476.98  -73.86
635.64  648.84  13.20
512.13  636.84  124.71
696.02  585.14  -110.88
394.37  460.03  65.66
421.94  438.82  16.88
539.10  611.46  72.36
374.15  408.45  34.30
515.83  599.69  83.86
892.53  1025.99  133.46
471.90  477.50  5.60
614.42  465.49  -148.93
785.78  651.27  -134.51
378.11  450.02  71.91
625.56  396.99  -228.57
354.78  386.50  31.73
423.18  437.39  14.20
420.41  417.43  -2.98
497.15  538.83  41.68
498.95  475.97  -22.98
537.92  515.66  -22.26
564.60  501.10  -63.49
416.56  559.04  142.48
409.54  468.38  58.84
480.32  423.14  -57.18
630.73  882.31  251.58
392.49  411.83  19.34
636.06  559.93  -76.13
578.89  544.71  -34.19
531.11  510.53  -20.58
596.68  546.59  -50.09
524.28  517.37  -6.91
385.62  413.88  28.27
748.76  709.19  -39.57
368.45  415.59  47.14
930.86  644.70  -286.16
440.92  438.04  -2.88
432.01  449.86  17.85
412.63  432.19  19.56
745.16  573.41  -171.75
345.01  393.72  48.71
431.52  512.60  81.08
559.04  455.30  -103.74
398.25  442.93  44.68
408.32  391.65  -16.67
742.44  448.04  -294.40
935.96  897.92  -38.05
462.97  501.65  38.67
475.85  501.67  25.82
345.56  389.52  43.96
503.66  505.11  1.45
444.18  410.83  -33.34
914.80  721.66  -193.14
384.87  591.00  206.13
380.39  406.92  26.53
494.86  439.81  -55.05
704.92  775.50  70.58
419.01  476.98  57.98
451.07  484.95  33.88
475.73  551.62  75.89
553.88  543.57  -10.32
453.46  526.43  72.98
372.17  402.52  30.35
605.47  555.41  -50.06
554.78  573.91  19.14
465.22  504.83  39.61
1234.10  942.11  -291.99
390.71  417.05  26.33
696.93  867.44  170.52
387.90  413.19  25.29
356.88  388.24  31.36
993.40  997.48  4.08
550.53  557.02  6.50
419.24  411.67  -7.57
388.47  408.21  19.73
502.20  584.18  81.98
376.40  501.51  125.11
740.36  566.48  -173.88
492.02  433.88  -58.14
567.12  645.37  78.25
504.95  669.82  164.87
462.74  493.64  30.90
560.93  527.28  -33.65
586.99  593.19  6.21
439.73  393.05  -46.68
365.63  392.71  27.08
478.49  458.97  -19.52
503.82  509.75  5.93
442.85  502.82  59.97
436.87  463.30  26.43
492.69  424.21  -68.48
510.32  564.74  54.42
707.62  666.67  -40.95
682.35  690.10  7.75
508.84  460.16  -48.68
366.92  374.16  7.24
455.20  448.56  -6.64
490.04  409.93  -80.11
372.24  374.55  2.31
438.80  486.82  48.02
368.74  439.93  71.19
486.51  519.81  33.30
463.80  424.88  -38.93
476.79  500.80  24.00
648.69  469.10  -179.59
542.42  617.50  75.08
575.79  556.00  -19.79
770.12  521.98  -248.13
543.79  612.16  68.37
657.49  526.25  -131.25
626.97  528.92  -98.05
941.86  1019.08  77.22
633.52  596.43  -37.09
390.29  413.92  23.63
416.64  475.42  58.79
527.76  587.63  59.87
1023.02  1006.82  -16.19
536.68  616.30  79.62
551.13  586.62  35.49
458.19  475.20  17.02
1103.64  921.52  -182.13
449.20  384.76  -64.44
613.57  671.73  58.16
455.72  493.18  37.45
629.21  645.02  15.80
459.42  452.41  -7.02
688.16  559.26  -128.90
433.06  422.10  -10.97
576.09  568.87  -7.23
587.65  602.12  14.47
375.50  393.37  17.87
379.39  427.67  48.28
405.21  429.92  24.71
375.32  395.46  20.13
597.17  568.23  -28.95
618.19  556.15  -62.05
532.85  510.25  -22.60
401.51  414.15  12.65
468.48  453.57  -14.92
364.73  452.55  87.81
493.62  584.97  91.35
534.40  479.62  -54.78
623.10  585.95  -37.15
638.63  693.53  54.90
350.59  407.81  57.22
481.80  518.45  36.65
362.76  384.80  22.04
589.48  626.88  37.40
852.41  865.94  13.53
1136.68  773.14  -363.54
688.41  674.25  -14.16
917.25  855.33  -61.92
471.52  525.18  53.66
359.37  396.50  37.13
732.00  778.49  46.49
443.77  465.26  21.49
403.67  471.14  67.48
527.47  466.35  -61.12
811.69  872.86  61.17
365.86  407.68  41.82
558.30  449.87  -108.43
464.71  478.84  14.12
890.48  939.77  49.29
897.11  754.82  -142.29
535.95  446.95  -89.01
430.16  429.54  -0.62
497.46  479.43  -18.03
426.95  411.16  -15.79
368.26  385.02  16.75
481.33  493.62  12.28
683.80  557.33  -126.47
418.37  431.61  13.24
604.38  668.95  64.57
365.60  427.89  62.29
595.40  562.94  -32.46
448.02  409.78  -38.24
598.28  621.03  22.75
523.81  549.24  25.43
362.46  483.73  121.28
468.73  405.70  -63.03
453.91  415.80  -38.10
827.22  734.91  -92.30
345.74  402.34  56.59
455.43  392.04  -63.39
416.17  439.62  23.45
556.90  538.65  -18.25
367.73  406.02  38.30
670.84  537.82  -133.01
496.47  557.93  61.46
762.88  954.28  191.40
759.42  745.10  -14.32
798.00  636.77  -161.22
631.60  709.37  77.77
429.18  393.68  -35.51
510.03  582.23  72.20
546.37  546.50  0.13
856.46  914.85  58.38
423.43  388.40  -35.02
1255.54  966.38  -289.16
787.76  749.24  -38.52
610.74  631.23  20.49
565.33  475.08  -90.25
812.30  873.39  61.09
789.97  804.64  14.67
514.67  485.06  -29.61
913.43  674.90  -238.53
533.51  490.37  -43.14
423.85  451.80  27.95
453.47  438.57  -14.90
379.14  448.52  69.38
463.73  492.53  28.80
439.53  414.02  -25.50
877.29  858.77  -18.52
587.20  447.26  -139.94
572.38  589.23  16.85
442.36  446.61  4.25
530.73  458.23  -72.50
623.73  747.93  124.21
567.53  689.97  122.45
484.47  486.94  2.48
485.32  505.30  19.99
595.19  640.12  44.94
511.78  536.79  25.01
415.43  419.45  4.02
361.67  390.91  29.24
409.45  471.72  62.27
444.14  469.41  25.27
382.20  401.08  18.89
625.06  621.86  -3.20
516.92  578.03  61.11
378.70  486.42  107.72
542.10  505.66  -36.45
379.90  380.48  0.58
528.84  491.32  -37.52
536.97  557.16  20.19
647.66  583.49  -64.17
570.27  481.83  -88.44
385.59  378.63  -6.96
402.85  437.48  34.63
368.21  417.14  48.93
426.00  457.15  31.15
804.20  742.85  -61.35
415.44  540.36  124.91
420.06  463.49  43.44
550.78  595.04  44.26
908.58  847.44  -61.14
497.22  475.76  -21.47
395.05  427.25  32.20
783.62  698.38  -85.23
638.36  449.43  -188.93
631.73  607.90  -23.83
426.49  454.04  27.55
379.44  426.60  47.15
362.29  400.40  38.12
383.63  416.56  32.93
681.75  410.10  -271.65
779.56  795.64  16.09
631.19  604.12  -27.06
751.96  684.07  -67.89
470.73  440.14  -30.59
1148.64  859.97  -288.67
462.87  469.72  6.85
430.36  432.38  2.01
386.16  411.36  25.20
426.46  468.48  42.02
428.85  404.92  -23.93
489.99  515.40  25.41
446.20  453.72  7.52
620.77  496.29  -124.47
455.66  505.99  50.33
688.77  667.02  -21.75
653.19  668.71  15.52
608.06  601.71  -6.35
504.77  568.42  63.64
517.97  644.42  126.45
413.49  433.45  19.96
404.14  455.79  51.64
371.03  428.46  57.44
770.30  584.55  -185.75
645.02  633.19  -11.83
526.26  519.71  -6.55
1067.96  543.31  -524.65
740.65  800.59  59.93
440.04  431.80  -8.24
366.90  413.46  46.56
573.20  618.11  44.91
867.46  905.50  38.04
390.38  375.88  -14.50
568.18  498.23  -69.95
364.92  419.86  54.94
612.23  547.20  -65.03
451.17  446.57  -4.60
840.70  754.00  -86.69
623.40  616.96  -6.44
438.90  491.16  52.26
564.72  546.57  -18.15
411.97  423.21  11.24
582.84  564.51  -18.32
395.74  413.02  17.28
425.79  391.65  -34.15
391.14  388.01  -3.13
500.53  581.67  81.14
696.88  462.59  -234.29
406.13  390.36  -15.76
1396.82  871.57  -525.25
634.48  464.63  -169.85
512.07  470.80  -41.27
500.02  523.58  23.57
952.54  840.66  -111.88
428.52  418.92  -9.60
453.07  395.71  -57.36
359.32  389.18  29.87
371.47  383.79  12.33
853.50  739.25  -114.25
548.74  582.30  33.55
568.91  450.00  -118.90
504.07  487.92  -16.15
511.02  461.28  -49.74
478.96  478.46  -0.50
