# True_Mass_GeV  Predicted_Mass_GeV  Resolution_GeV
649.96  598.96  -51.00
855.27  853.04  -2.23
705.43  744.90  39.46
605.06  547.65  -57.42
450.58  448.25  -2.33
856.83  644.74  -212.09
444.18  526.68  82.50
579.40  623.23  43.83
401.73  396.69  -5.04
313.72  399.59  85.87
418.27  397.29  -20.99
454.44  411.39  -43.05
399.41  400.73  1.32
646.18  613.03  -33.15
622.15  546.23  -75.92
451.33  717.95  266.62
1494.01  1011.96  -482.05
339.15  436.15  97.00
944.81  875.69  -69.12
449.38  501.64  52.26
591.89  519.27  -72.62
823.03  688.56  -134.47
661.48  608.90  -52.58
374.15  395.62  21.47
442.92  487.51  44.59
482.51  466.33  -16.18
381.63  415.45  33.82
458.55  568.88  110.32
447.54  543.95  96.41
504.23  418.49  -85.74
759.98  567.20  -192.79
367.46  381.08  13.62
574.36  622.85  48.49
426.58  456.81  30.23
434.23  457.15  22.91
360.48  453.81  93.33
515.26  592.75  77.50
726.54  909.15  182.61
586.95  452.92  -134.02
923.05  788.95  -134.11
415.73  413.49  -2.24
455.09  477.69  22.60
371.84  398.64  26.80
512.45  488.72  -23.72
1224.65  1118.03  -106.61
523.05  526.15  3.10
427.84  416.01  -11.83
495.92  465.56  -30.36
431.48  475.45  43.98
425.25  438.44  13.20
641.56  729.15  87.59
738.04  491.43  -246.61
375.52  414.09  38.57
512.80  429.84  -82.96
451.00  501.27  50.26
556.47  526.51  -29.97
816.43  915.02  98.59
411.29  388.07  -23.22
433.31  494.09  60.79
813.07  560.24  -252.83
396.24  563.46  167.22
442.47  513.56  71.09
819.73  718.08  -101.65
397.01  420.30  23.28
595.80  478.18  -117.62
581.14  523.49  -57.65
460.90  413.43  -47.47
519.33  497.01  -22.32
485.12  386.51  -98.62
410.78  387.47  -23.31
360.18  379.50  19.31
894.97  982.44  87.47
558.03  564.52  6.49
589.09  620.73  31.65
437.00  454.75  17.75
840.90  847.14  6.24
448.99  472.61  23.61
582.77  591.11  8.34
598.58  634.06  35.48
869.36  798.10  -71.26
626.12  476.13  -149.99
571.64  506.29  -65.36
631.28  654.54  23.27
511.30  529.02  17.72
438.03  448.39  10.37
441.24  594.63  153.39
620.68  659.76  39.08
533.85  508.18  -25.67
421.43  416.95  -4.48
414.22  424.97  10.75
452.84  528.47  75.63
454.91  495.18  40.27
683.53  547.31  -136.22
410.44  582.12  171.67
538.44  545.56  7.12
528.58  448.81  -79.78
423.49  448.78  25.30
502.43  525.50  23.08
880.61  848.53  -32.08
416.85  444.86  28.01
888.71  626.84  -261.87
358.57  392.47  33.90
404.46  382.21  -22.25
375.63  494.79  119.16
381.06  396.69  15.63
511.14  424.60  -86.54
931.91  1033.31  101.41
493.37  453.32  -40.05
1026.54  836.84  -189.70
616.46  605.81  -10.64
575.85  508.85  -66.99
676.64  630.38  -46.26
1050.45  844.61  -205.84
425.19  485.66  60.47
516.34  572.67  56.33
611.05  562.13  -48.92
1312.13  778.77  -533.36
660.91  699.63  38.73
798.63  957.44  158.81
685.41  756.11  70.71
486.42  444.72  -41.70
692.97  414.11  -278.85
424.60  510.54  85.95
378.29  382.74  4.45
426.60  475.41  48.81
364.56  379.69  15.14
432.04  510.95  78.91
381.62  386.91  5.29
573.67  543.67  -29.99
618.95  634.77  15.82
658.41  692.57  34.16
728.96  724.70  -4.27
617.00  658.49  41.49
813.74  688.10  -125.64
447.62  443.76  -3.86
473.47  558.83  85.36
395.64  376.02  -19.63
469.25  526.23  56.97
555.50  697.00  141.50
694.59  764.09  69.49
1167.14  972.49  -194.65
403.95  464.58  60.63
426.43  515.11  88.68
459.38  447.47  -11.91
360.94  388.36  27.42
637.87  557.20  -80.67
617.48  680.97  63.48
525.78  526.67  0.89
454.56  447.64  -6.92
469.87  455.52  -14.35
619.41  836.77  217.36
478.79  553.02  74.23
377.29  429.61  52.33
371.16  433.77  62.61
456.34  416.11  -40.23
475.48  374.08  -101.40
486.44  485.44  -1.00
476.80  550.22  73.43
353.27  397.14  43.88
514.06  502.12  -11.94
993.40  903.07  -90.33
522.00  497.44  -24.55
458.94  497.54  38.60
528.52  473.74  -54.78
445.52  444.73  -0.78
494.14  512.92  18.77
441.57  411.43  -30.14
666.05  536.29  -129.76
484.81  520.12  35.30
443.04  557.77  114.73
784.43  534.54  -249.89
678.37  478.92  -199.45
457.30  425.86  -31.43
942.61  804.76  -137.85
558.35  517.51  -40.84
374.72  388.97  14.25
572.32  540.47  -31.85
568.53  663.89  95.35
505.84  469.09  -36.75
450.97  566.64  115.67
541.07  553.15  12.08
500.40  426.39  -74.01
401.04  392.65  -8.39
589.62  613.68  24.06
911.00  609.22  -301.78
376.15  396.79  20.64
657.29  651.04  -6.25
552.32  607.15  54.82
450.71  440.36  -10.35
606.68  642.98  36.31
417.62  390.86  -26.76
396.88  507.32  110.44
367.40  409.10  41.69
468.73  522.77  54.04
522.90  492.04  -30.86
394.82  424.37  29.55
472.51  398.79  -73.72
441.29  473.46  32.17
587.59  549.04  -38.55
509.60  585.81  76.21
618.68  603.59  -15.09
401.10  388.96  -12.14
408.89  429.74  20.85
526.76  483.31  -43.45
1150.18  1007.26  -142.91
420.42  448.69  28.27
557.46  455.61  -101.85
474.05  497.33  23.28
398.51  397.55  -0.95
422.67  521.84  99.17
355.19  410.31  55.12
649.39  532.42  -116.97
523.81  547.81  24.01
625.87  574.51  -51.36
451.48  429.17  -22.31
375.79  408.48  32.69
380.85  429.38  48.52
391.57  409.14  17.57
553.95  518.87  -35.08
489.83  467.57  -22.26
456.11  681.74  225.63
571.39  657.85  86.46
393.51  417.13  23.61
474.50  595.02  120.52
433.76  457.27  23.51
524.64  430.36  -94.27
436.87  445.08  8.21
344.35  380.60  36.25
606.84  500.64  -106.20
517.77  714.93  197.15
461.97  539.50  77.53
616.94  514.83  -102.12
435.58  434.62  -0.96
408.75  400.17  -8.58
629.32  525.20  -104.12
768.10  561.49  -206.61
945.38  951.56  6.19
493.15  542.27  49.12
356.93  431.11  74.18
498.03  537.90  39.87
868.04  561.69  -306.35
716.67  768.34  51.68
352.73  408.09  55.36
783.79  897.70  113.91
463.24  427.90  -35.34
743.57  781.63  38.07
438.81  410.28  -28.53
453.70  465.78  12.07
388.06  395.94  7.88
646.27  640.10  -6.17
635.96  471.88  -164.07
411.76  433.26  21.50
472.86  432.21  -40.65
431.86  449.68  17.83
440.37  486.23  45.86
367.22  401.19  33.97
469.67  455.16  -14.51
1076.84  1131.60  54.77
650.65  580.01  -70.64
519.62  541.49  21.87
794.54  790.09  -4.45
393.58  468.15  74.58
755.89  790.55  34.66
518.39  581.67  63.28
819.03  582.28  -236.76
611.70  658.83  47.12
390.52  437.98  47.45
408.01  433.61  25.60
480.88  563.91  83.02
459.88  495.69  35.81
610.49  605.52  -4.97
380.51  415.61  35.10
492.67  432.40  -60.27
407.86  489.34  81.47
645.36  755.28  109.92
558.54  567.67  9.13
431.80  414.81  -16.99
456.14  473.29  17.14
469.57  512.46  42.89
538.62  495.05  -43.57
363.09  476.97  113.88
892.28  900.99  8.71
458.16  412.95  -45.21
720.25  572.13  -148.12
538.81  543.45  4.65
680.40  528.45  -151.95
893.68  627.49  -266.19
649.22  754.03  104.81
652.00  521.41  -130.60
727.65  751.13  23.48
560.88  533.26  -27.62
639.40  620.10  -19.30
472.48  449.85  -22.62
594.82  647.18  52.35
746.79  772.66  25.87
466.66  462.33  -4.34
498.99  510.23  11.23
520.20  598.26  78.06
349.40  376.49  27.09
524.43  663.54  139.11
551.73  568.85  17.12
742.11  794.77  52.67
703.24  757.13  53.89
696.64  649.22  -47.42
886.95  573.17  -313.77
384.68  424.31  39.63
508.30  467.59  -40.72
458.56  511.55  52.99
383.50  382.25  -1.25
570.09  505.69  -64.40
509.13  482.26  -26.87
471.14  472.95  1.81
524.15  456.64  -67.51
728.05  716.27  -11.78
566.39  423.70  -142.68
426.62  451.48  24.86
613.82  680.70  66.88
880.15  692.85  -187.30
535.87  562.28  26.42
381.56  433.07  51.51
687.53  594.78  -92.75
355.55  469.09  113.54
865.67  840.35  -25.33
443.52  412.93  -30.59
543.12  541.75  -1.37
734.74  716.01  -18.73
676.32  719.10  42.78
573.62  657.30  83.67
355.41  380.56  25.15
425.26  499.65  74.39
528.78  497.93  -30.85
436.49  425.29  -11.20
492.08  570.75  78.68
438.87  510.63  71.75
519.23  425.76  -93.47
378.17  415.23  37.07
458.95  445.04  -13.91
465.17  484.64  19.47
501.54  526.65  25.11
512.37  509.05  -3.32
794.42  1018.33  223.92
425.41  439.32  13.92
733.17  548.78  -184.39
414.81  488.17  73.37
589.80  555.04  -34.75
663.90  959.72  295.82
507.66  521.27  13.61
513.13  450.02  -63.12
396.46  424.21  27.75
410.61  424.74  14.13
636.46  535.05  -101.41
381.73  394.87  13.14
663.77  690.80  27.03
506.58  537.19  30.61
404.60  425.78  21.18
564.15  510.00  -54.15
594.18  608.01  13.83
533.36  564.72  31.36
518.99  473.26  -45.73
626.16  582.71  -43.45
361.75  418.47  56.73
391.30  389.47  -1.83
535.29  532.95  -2.34
394.53  504.66  110.13
898.97  942.02  43.05
390.26  389.94  -0.31
388.32  423.02  34.70
829.36  624.78  -204.58
371.10  394.37  23.27
520.12  471.47  -48.64
384.82  447.92  63.10
427.17  475.80  48.63
379.53  406.75  27.22
416.93  409.54  -7.39
374.50  428.57  54.07
439.16  412.38  -26.77
630.55  596.76  -33.79
459.77  426.05  -33.72
484.69  475.95  -8.74
469.93  449.77  -20.16
522.29  628.41  106.12
559.59  522.87  -36.71
505.82  457.85  -47.97
465.90  424.23  -41.68
334.58  377.85  43.27
864.60  631.43  -233.17
476.70  462.04  -14.66
401.89  408.57  6.69
659.70  640.01  -19.69
741.74  663.45  -78.29
463.51  602.85  139.33
562.08  653.53  91.45
459.08  444.49  -14.59
427.44  498.26  70.82
718.60  671.78  -46.82
440.19  500.80  60.62
466.01  528.97  62.96
557.56  508.22  -49.34
521.67  526.36  4.69
438.03  440.61  2.58
461.75  500.72  38.97
604.62  608.73  4.10
452.11  386.95  -65.16
562.17  543.77  -18.40
482.37  465.75  -16.62
1035.00  872.41  -162.59
511.40  520.10  8.70
418.51  413.41  -5.09
469.42  442.86  -26.56
415.55  488.45  72.90
711.51  730.05  18.53
519.35  558.31  38.96
475.00  497.81  22.81
380.58  401.60  21.02
638.55  664.29  25.74
989.08  1110.84  121.76
441.38  531.94  90.55
433.95  461.49  27.54
445.52  425.28  -20.24
411.64  439.74  28.11
563.11  596.76  33.65
603.02  592.85  -10.17
487.65  458.31  -29.34
522.73  492.69  -30.04
471.46  490.44  18.98
361.61  450.31  88.70
385.56  424.04  38.48
733.46  779.12  45.67
449.59  420.94  -28.64
700.26  695.59  -4.67
899.31  851.86  -47.45
754.87  825.11  70.24
406.20  390.59  -15.61
424.20  445.43  21.23
743.15  654.15  -89.01
719.46  862.93  143.46
470.06  447.50  -22.56
399.43  391.21  -8.23
376.01  410.61  34.60
359.27  425.33  66.06
1292.74  1009.29  -283.45
419.89  478.45  58.56
710.38  746.44  36.05
440.97  489.30  48.33
461.62  398.68  -62.94
648.88  585.45  -63.43
360.17  433.33  73.16
426.83  426.59  -0.24
607.47  519.28  -88.20
797.29  875.31  78.02
492.91  510.45  17.54
439.27  413.00  -26.27
428.25  400.15  -28.10
440.47  438.10  -2.38
406.44  446.82  40.38
1015.92  537.28  -478.64
446.57  406.72  -39.85
435.04  478.34  43.30
529.08  562.24  33.16
596.19  611.37  15.18
493.44  473.75  -19.69
581.55  628.36  46.81
390.68  382.91  -7.76
523.53  544.47  20.94
356.85  390.68  33.83
488.67  382.17  -106.50
414.56  466.99  52.43
586.70  671.98  85.28
710.69  475.86  -234.83
589.30  578.66  -10.64
875.90  886.05  10.15
1002.17  785.78  -216.39
442.13  452.90  10.77
886.38  640.67  -245.71
639.71  616.22  -23.49
382.97  371.86  -11.11
556.06  507.63  -48.43
346.53  431.41  84.89
720.82  606.43  -114.39
509.01  517.61  8.60
563.60  447.42  -116.18
494.33  608.24  113.91
405.82  602.21  196.39
725.07  709.67  -15.41
592.61  571.30  -21.32
414.50  419.97  5.47
574.25  484.16  -90.09
1224.55  933.92  -290.63
510.58  523.21  12.63
535.35  526.99  -8.36
831.20  771.32  -59.88
388.18  391.34  3.16
496.06  616.31  120.25
390.93  389.43  -1.50
602.24  424.22  -178.03
396.65  442.65  46.00
478.50  610.89  132.39
492.14  442.26  -49.88
1294.13  860.99  -433.14
819.69  659.12  -160.57
475.81  416.09  -59.72
822.66  746.36  -76.30
535.44  432.95  -102.49
833.97  677.33  -156.64
531.57  519.99  -11.58
484.16  536.46  52.30
605.95  591.51  -14.44
459.23  506.72  47.48
421.57  460.46  38.89
630.28  495.20  -135.08
493.59  440.34  -53.26
470.50  413.12  -57.39
640.76  571.25  -69.51
1156.39  981.26  -175.13
607.79  485.60  -122.19
736.84  812.01  75.17
615.23  772.94  157.71
404.63  418.77  14.14
356.66  384.51  27.86
537.95  450.27  -87.67
676.57  760.79  84.22
461.91  445.10  -16.81
898.03  871.39  -26.65
495.85  459.74  -36.11
496.90  508.85  11.94
366.40  441.53  75.13
479.01  482.28  3.27
466.37  450.41  -15.96
495.04  489.09  -5.95
661.99  692.46  30.48
700.49  527.41  -173.08
675.61  603.18  -72.43
483.08  488.17  5.09
659.07  648.21  -10.87
682.90  661.40  -21.51
370.18  418.55  48.37
912.82  841.03  -71.80
458.57  419.95  -38.62
689.82  518.12  -171.70
765.09  548.77  -216.32
476.98  438.87  -38.11
628.70  690.22  61.52
529.88  446.76  -83.12
369.60  377.17  7.58
496.38  382.24  -114.15
573.12  625.18  52.07
582.15  528.93  -53.22
361.67  378.10  16.43
394.55  516.95  122.40
498.33  469.38  -28.95
693.22  695.04  1.81
360.81  377.73  16.92
773.13  828.98  55.85
399.18  381.04  -18.14
451.08  448.64  -2.45
380.03  407.48  27.46
655.76  588.93  -66.83
353.62  418.90  65.28
382.57  383.66  1.09
569.64  525.57  -44.07
436.90  429.13  -7.77
505.93  650.41  144.48
365.23  404.79  39.56
364.42  500.45  136.03
529.39  557.06  27.67
450.64  490.17  39.53
732.63  599.26  -133.37
465.69  493.64  27.95
407.75  420.88  13.13
420.25  461.12  40.87
573.26  539.58  -33.68
443.86  507.69  63.83
619.76  518.80  -100.95
733.54  814.81  81.28
367.15  385.20  18.05
535.97  475.09  -60.88
540.75  602.14  61.39
433.18  385.62  -47.56
369.38  407.41  38.04
572.08  580.57  8.48
510.21  553.11  42.90
381.03  485.82  104.80
481.42  523.64  42.22
470.10  500.10  30.00
583.33  515.68  -67.65
541.94  478.63  -63.32
420.05  471.30  51.25
648.90  640.41  -8.50
539.03  505.25  -33.79
433.52  411.70  -21.82
362.75  391.27  28.52
404.78  433.43  28.64
578.01  688.87  110.85
1423.76  1319.55  -104.21
429.53  456.82  27.29
640.24  848.73  208.50
445.43  423.55  -21.88
458.00  451.67  -6.33
401.61  436.12  34.51
586.57  589.54  2.98
390.16  415.92  25.76
506.62  594.99  88.37
669.75  602.24  -67.51
416.03  457.38  41.35
334.15  410.28  76.13
916.75  1029.14  112.38
610.24  648.21  37.97
413.53  389.46  -24.07
500.55  563.74  63.19
548.41  522.29  -26.12
1160.94  1071.63  -89.31
821.81  778.04  -43.77
475.87  530.30  54.42
443.19  403.65  -39.54
622.57  675.65  53.08
489.43  389.89  -99.54
415.92  400.10  -15.82
1103.22  907.07  -196.15
892.46  780.40  -112.06
468.08  474.51  6.43
601.75  403.57  -198.18
621.66  644.20  22.54
446.43  447.06  0.63
931.12  874.56  -56.56
466.30  436.92  -29.37
519.02  543.90  24.88
482.77  424.68  -58.10
487.87  476.48  -11.39
1128.12  759.51  -368.61
444.48  532.47  87.99
471.03  481.06  10.03
573.06  473.62  -99.44
710.52  592.30  -118.22
587.70  590.84  3.14
656.89  619.17  -37.72
710.62  667.53  -43.08
669.18  414.44  -254.74
509.27  398.87  -110.40
426.60  427.55  0.95
582.54  575.28  -7.27
357.54  396.04  38.50
508.95  465.63  -43.32
579.94  569.52  -10.42
737.60  644.39  -93.21
429.08  468.06  38.98
417.55  435.89  18.34
614.67  490.99  -123.69
383.89  420.83  36.94
377.12  396.78  19.66
407.68  423.70  16.02
705.57  775.59  70.02
537.01  535.96  -1.05
745.16  613.74  -131.42
422.26  422.82  0.56
595.72  676.68  80.96
388.99  384.07  -4.92
522.18  558.38  36.21
539.70  483.85  -55.85
698.43  598.86  -99.57
885.73  752.16  -133.57
398.89  456.49  57.60
465.16  416.43  -48.72
404.18  495.09  90.91
725.46  808.99  83.54
594.58  664.36  69.78
520.74  458.43  -62.31
367.21  455.58  88.37
599.84  666.84  67.00
554.12  534.29  -19.83
484.36  436.42  -47.94
1455.84  1198.35  -257.49
543.91  524.00  -19.91
543.27  489.40  -53.88
374.51  403.52  29.01
907.53  650.92  -256.62
960.50  886.46  -74.04
478.83  449.12  -29.71
399.50  436.45  36.94
1470.81  1209.59  -261.21
621.25  827.68  206.43
669.53  632.33  -37.20
409.16  395.16  -14.00
458.47  383.72  -74.74
554.29  568.51  14.22
736.57  776.31  39.74
502.97  495.84  -7.13
331.58  384.02  52.44
508.31  573.35  65.04
718.78  708.74  -10.04
484.52  530.99  46.47
596.71  556.06  -40.65
361.76  387.09  25.33
654.31  742.60  88.29
628.48  722.07  93.59
1063.08  1098.31  35.23
775.69  696.24  -79.45
447.70  522.67  74.98
610.38  574.43  -35.96
460.67  521.53  60.86
391.98  450.83  58.85
456.94  496.55  39.60
658.09  795.28  137.19
633.59  617.80  -15.79
526.57  491.49  -35.08
676.89  702.11  25.22
367.40  419.05  51.65
512.91  548.76  35.85
348.04  391.21  43.17
385.66  409.46  23.81
545.62  473.08  -72.54
527.82  583.42  55.59
420.54  475.71  55.17
552.68  596.86  44.19
360.38  406.86  46.48
440.85  403.70  -37.15
412.16  392.90  -19.26
356.78  383.20  26.41
427.63  451.29  23.66
458.16  450.12  -8.04
556.21  543.54  -12.67
426.61  455.98  29.37
389.73  482.59  92.87
551.31  564.77  13.45
392.53  389.57  -2.96
505.36  482.06  -23.30
588.74  695.15  106.41
593.76  633.91  40.15
519.44  394.24  -125.20
467.44  538.55  71.11
442.95  408.88  -34.07
783.11  705.18  -77.93
359.71  405.04  45.34
571.97  575.93  3.96
667.54  781.90  114.36
429.83  437.73  7.90
392.22  404.53  12.31
484.97  609.96  124.99
477.88  549.53  71.64
504.27  456.13  -48.13
451.38  515.79  64.41
976.68  887.77  -88.91
401.22  481.81  80.59
509.43  458.33  -51.11
482.48  669.62  187.14
673.93  469.90  -204.03
442.51  420.91  -21.60
369.83  477.47  107.63
414.23  388.28  -25.95
427.17  411.90  -15.27
618.53  587.27  -31.26
617.44  562.99  -54.45
385.74  410.63  24.89
510.43  415.75  -94.68
385.81  433.70  47.89
643.80  668.54  24.74
862.93  1144.40  281.47
518.29  475.39  -42.90
370.09  436.06  65.97
414.75  405.61  -9.14
555.03  584.81  29.79
635.93  743.47  107.55
454.42  516.97  62.55
383.52  421.30  37.78
408.52  446.00  37.48
416.29  442.39  26.10
1191.67  1014.82  -176.85
463.73  394.58  -69.16
668.65  711.82  43.17
390.14  412.22  22.08
494.23  538.72  44.50
752.93  1073.80  320.87
398.45  439.73  41.28
448.60  464.24  15.64
674.57  679.00  4.42
377.98  380.59  2.61
483.68  487.71  4.03
496.54  617.74  121.21
546.47  428.04  -118.44
453.21  468.99  15.78
448.64  422.72  -25.92
384.33  382.63  -1.69
424.56  438.28  13.72
502.28  535.17  32.90
477.29  501.51  24.22
389.78  465.02  75.24
461.51  442.44  -19.07
682.04  543.52  -138.53
727.18  565.04  -162.15
601.49  460.90  -140.59
761.82  568.11  -193.70
455.58  460.52  4.94
568.74  518.04  -50.70
537.57  532.80  -4.77
534.29  641.92  107.63
723.43  755.05  31.62
488.43  506.03  17.59
501.20  568.71  67.51
738.08  737.59  -0.49
587.11  578.51  -8.60
466.35  455.46  -10.89
487.64  617.07  129.42
490.52  502.04  11.53
999.25  941.27  -57.98
1856.65  1290.22  -566.43
434.42  428.40  -6.02
458.17  450.88  -7.29
583.56  655.66  72.10
1290.41  1513.31  222.90
594.93  518.67  -76.26
492.34  482.25  -10.10
756.97  749.60  -7.37
347.49  416.59  69.10
696.62  763.63  67.01
462.00  510.74  48.73
434.66  468.58  33.93
496.58  451.34  -45.25
485.52  435.01  -50.51
709.96  519.70  -190.26
438.68  431.59  -7.09
552.65  559.28  6.63
412.41  424.43  12.02
849.11  1021.84  172.72
833.43  861.97  28.54
644.07  568.70  -75.37
516.18  483.63  -32.54
527.27  604.15  76.88
552.97  531.80  -21.17
970.42  1017.17  46.75
560.65  589.63  28.98
678.04  392.15  -285.89
720.62  705.74  -14.88
956.01  808.17  -147.84
449.75  466.46  16.71
343.98  390.56  46.58
357.70  371.67  13.97
781.85  868.92  87.07
590.19  555.93  -34.26
440.93  416.55  -24.38
409.69  394.58  -15.11
421.74  437.19  15.45
466.31  512.51  46.20
1563.97  772.34  -791.62
659.13  671.00  11.87
534.57  398.06  -136.51
458.02  408.07  -49.94
458.55  545.86  87.31
491.57  461.90  -29.67
706.82  718.70  11.87
613.72  699.61  85.89
610.64  460.15  -150.48
824.76  630.95  -193.81
416.87  516.35  99.49
485.90  544.39  58.50
446.74  444.67  -2.07
369.05  395.19  26.14
411.16  428.44  17.27
441.31  428.77  -12.54
911.18  845.66  -65.52
476.05  455.03  -21.02
381.21  386.86  5.65
534.07  459.21  -74.86
523.15  403.96  -119.19
399.81  387.03  -12.78
537.82  409.36  -128.46
457.63  399.45  -58.18
467.52  538.99  71.47
478.10  549.87  71.77
391.72  440.59  48.87
369.59  381.65  12.06
519.53  613.43  93.90
653.32  679.39  26.07
746.05  634.25  -111.80
394.09  403.22  9.13
588.21  508.14  -80.08
672.84  575.05  -97.79
858.55  714.88  -143.68
460.75  451.30  -9.44
366.47  402.37  35.90
706.48  710.20  3.72
514.47  507.80  -6.66
548.78  589.16  40.38
390.98  456.61  65.63
391.55  453.13  61.58
777.03  736.49  -40.54
526.43  528.81  2.38
489.96  491.09  1.13
623.91  520.58  -103.33
899.65  847.67  -51.98
570.10  709.79  139.68
520.40  500.09  -20.31
808.69  670.97  -137.72
1373.67  826.99  -546.68
610.50  514.06  -96.44
519.90  522.47  2.57
486.30  535.50  49.19
432.63  471.03  38.40
475.72  569.93  94.21
468.02  554.74  86.72
489.56  497.34  7.78
425.69  428.63  2.94
461.17  490.00  28.82
547.42  501.80  -45.62
370.87  377.43  6.56
580.41  607.31  26.90
440.90  466.98  26.08
802.75  727.63  -75.12
817.87  909.96  92.09
598.83  471.96  -126.87
582.57  480.19  -102.37
431.94  476.14  44.20
380.79  430.14  49.35
656.92  597.84  -59.07
520.88  477.98  -42.89
698.31  740.68  42.37
537.96  440.95  -97.01
409.22  392.03  -17.20
558.55  414.62  -143.93
422.85  428.36  5.51
398.86  426.97  28.11
428.33  431.24  2.92
477.35  425.46  -51.89
449.97  435.93  -14.05
605.23  554.81  -50.41
1004.12  1010.95  6.83
397.59  402.65  5.06
344.57  399.85  55.28
398.59  400.98  2.40
508.88  508.50  -0.39
597.32  577.98  -19.34
618.61  690.21  71.59
591.35  580.84  -10.51
533.12  585.30  52.17
401.30  413.41  12.11
503.15  483.51  -19.64
493.71  507.56  13.85
391.91  427.09  35.18
583.16  553.95  -29.22
370.98  412.68  41.70
682.76  607.25  -75.51
474.78  500.08  25.31
457.76  490.30  32.54
796.33  723.34  -72.99
497.03  491.12  -5.91
547.84  497.92  -49.92
503.14  516.14  12.99
645.16  643.88  -1.27
525.25  417.50  -107.75
642.71  581.85  -60.86
416.84  449.76  32.92
409.17  436.59  27.42
431.47  488.10  56.64
357.03  413.32  56.29
404.98  426.36  21.38
513.64  483.41  -30.23
696.50  704.41  7.90
551.13  521.42  -29.71
445.49  507.38  61.89
367.35  386.25  18.90
438.88  529.78  90.90
358.38  401.83  43.45
862.22  455.96  -406.25
1089.95  1292.08  202.13
429.24  424.98  -4.26
897.32  768.45  -128.87
427.41  449.58  22.17
512.26  461.76  -50.50
593.28  575.02  -18.26
551.99  566.30  14.30
566.40  634.98  68.58
425.48  458.60  33.12
418.63  480.30  61.66
1078.53  776.34  -302.20
483.16  488.50  5.34
416.33  474.04  57.72
540.59  576.18  35.59
581.52  576.64  -4.87
525.16  505.72  -19.44
372.75  460.50  87.76
703.52  632.34  -71.18
424.94  455.41  30.48
384.94  428.06  43.12
546.88  524.01  -22.87
432.31  405.41  -26.90
444.90  415.82  -29.08
1031.79  716.09  -315.71
608.60  595.92  -12.67
695.99  736.92  40.93
836.29  663.38  -172.91
557.30  491.13  -66.18
589.91  479.17  -110.74
1063.17  1001.21  -61.96
584.07  575.07  -9.00
391.41  443.17  51.75
405.48  437.20  31.72
436.73  483.27  46.55
490.60  490.36  -0.23
586.68  471.30  -115.37
444.45  462.28  17.84
661.36  582.87  -78.49
459.74  526.56  66.82
379.27  378.78  -0.49
642.61  584.14  -58.48
529.31  483.83  -45.48
578.19  535.94  -42.24
473.12  517.06  43.93
420.05  427.63  7.57
393.82  409.05  15.23
469.89  414.60  -55.29
484.93  520.43  35.50
385.66  399.00  13.34
354.75  388.74  34.00
425.96  412.07  -13.89
760.45  691.38  -69.07
369.80  398.62  28.83
500.28  548.68  48.40
455.22  464.80  9.57
851.73  1028.09  176.35
494.92  454.16  -40.76
541.96  593.63  51.66
421.91  464.52  42.61
397.80  402.32  4.52
496.79  451.90  -44.89
522.12  507.37  -14.75
839.49  901.97  62.48
583.55  582.71  -0.84
448.10  446.92  -1.18
707.86  604.35  -103.50
596.22  614.63  18.40
454.56  460.57  6.00
556.97  580.47  23.50
464.97  536.57  71.60
1229.63  1141.05  -88.58
422.49  559.74  137.24
706.41  415.96  -290.45
387.13  437.98  50.85
542.14  497.28  -44.86
414.26  406.37  -7.89
363.04  396.54  33.51
559.75  473.14  -86.61
466.94  408.73  -58.21
547.55  467.57  -79.98
708.38  656.06  -52.32
688.35  574.21  -114.13
364.34  387.47  23.13
521.48  556.05  34.57
400.57  393.05  -7.53
546.40  631.40  84.99
432.87  464.04  31.16
346.47  411.43  64.95
414.61  393.94  -20.67
599.64  537.28  -62.35
469.27  508.34  39.07
775.55  498.01  -277.53
704.77  766.68  61.91
709.62  583.21  -126.41
372.47  412.47  40.00
879.25  786.72  -92.53
397.89  420.65  22.76
462.72  495.42  32.70
374.07  432.56  58.49
384.24  432.85  48.61
778.02  708.97  -69.05
366.50  506.92  140.41
1132.77  1145.45  12.68
424.62  426.84  2.22
392.79  455.33  62.55
451.77  495.85  44.07
459.97  425.23  -34.74
701.60  644.78  -56.82
471.88  477.15  5.27
458.37  489.56  31.19
693.73  881.32  187.59
453.95  416.46  -37.49
534.49  498.68  -35.81
1227.35  1297.24  69.90
854.93  829.84  -25.09
659.22  758.51  99.29
361.99  426.50  64.51
428.54  431.26  2.73
399.67  384.92  -14.74
623.92  632.40  8.48
433.51  419.96  -13.55
400.10  415.15  15.05
670.86  658.19  -12.67
488.64  423.58  -65.06
1161.52  993.07  -168.45
458.05  451.09  -6.97
602.37  648.17  45.80
454.94  516.00  61.06
528.55  542.44  13.89
771.93  829.70  57.77
555.29  527.61  -27.69
494.22  613.16  118.95
624.16  645.19  21.03
618.80  621.28  2.48
431.35  463.17  31.82
435.88  396.75  -39.14
482.00  436.71  -45.29
481.69  419.74  -61.94
473.98  444.99  -28.99
520.04  544.63  24.58
477.53  428.17  -49.35
375.37  430.98  55.60
398.48  412.28  13.80
851.53  828.34  -23.19
701.23  633.89  -67.34
492.22  464.76  -27.46
709.15  611.09  -98.06
400.85  417.42  16.57
420.15  394.37  -25.79
480.27  502.78  22.50
527.97  559.08  31.10
578.29  617.38  39.08
353.58  414.53  60.96
388.14  446.01  57.87
