# True_Mass_GeV  Predicted_Mass_GeV  Resolution_GeV
489.89  537.45  47.56
542.44  547.38  4.93
368.28  392.64  24.36
580.97  643.92  62.95
360.30  392.06  31.76
619.99  575.24  -44.75
576.37  509.40  -66.97
466.94  421.37  -45.57
751.91  685.03  -66.88
408.60  453.42  44.82
702.05  478.03  -224.02
555.58  629.63  74.05
416.61  441.80  25.18
475.72  554.53  78.81
478.56  439.51  -39.05
520.86  526.25  5.39
1036.60  800.97  -235.63
343.44  379.47  36.03
949.37  668.63  -280.74
390.58  433.52  42.94
1000.94  803.66  -197.28
443.36  462.20  18.85
465.33  445.20  -20.13
507.98  547.82  39.83
503.58  473.78  -29.80
611.68  607.19  -4.49
807.70  651.02  -156.68
514.31  658.42  144.12
395.14  501.70  106.56
362.98  462.84  99.85
512.76  549.81  37.05
506.39  465.69  -40.70
495.85  415.98  -79.87
585.17  610.47  25.30
453.86  509.96  56.10
482.66  484.79  2.14
689.49  472.90  -216.59
441.69  480.75  39.07
499.62  509.03  9.42
599.17  583.38  -15.79
512.62  554.23  41.61
806.91  661.87  -145.04
461.76  528.45  66.69
714.38  525.88  -188.49
643.85  626.11  -17.74
722.67  906.49  183.81
485.98  414.51  -71.47
360.41  401.46  41.05
507.09  440.35  -66.74
414.44  428.87  14.43
408.10  440.28  32.18
475.08  419.20  -55.87
701.33  648.70  -52.63
419.69  394.41  -25.28
483.03  480.20  -2.84
782.06  804.82  22.76
387.88  412.94  25.05
454.13  449.81  -4.32
385.66  413.28  27.62
390.85  416.88  26.03
449.77  488.69  38.92
480.85  539.84  58.98
426.35  403.91  -22.44
361.03  391.17  30.14
788.35  922.29  133.94
551.57  464.98  -86.58
345.80  407.15  61.35
426.83  400.58  -26.25
406.97  433.25  26.28
661.86  689.17  27.31
372.08  396.44  24.36
450.66  499.18  48.51
923.31  854.24  -69.07
566.36  456.61  -109.74
551.95  751.71  199.76
530.29  523.15  -7.14
464.34  509.55  45.21
945.01  855.47  -89.54
603.75  581.56  -22.19
501.23  487.38  -13.85
415.52  527.34  111.82
469.08  503.25  34.17
588.99  590.53  1.54
504.22  537.73  33.51
395.18  443.72  48.54
447.98  464.46  16.48
412.47  404.47  -8.00
594.66  559.65  -35.01
391.37  458.41  67.05
401.01  428.65  27.64
686.05  701.97  15.92
481.38  554.18  72.81
523.89  482.44  -41.45
558.63  629.45  70.82
562.19  522.72  -39.47
777.51  637.22  -140.29
1103.65  842.42  -261.23
970.87  1125.45  154.58
555.96  511.93  -44.02
610.51  599.80  -10.71
487.11  446.73  -40.37
1142.18  876.69  -265.49
461.19  514.98  53.79
564.47  526.59  -37.88
366.12  379.14  13.01
694.40  457.14  -237.26
744.79  809.56  64.76
388.37  427.16  38.78
850.21  744.39  -105.82
433.35  417.46  -15.89
426.28  469.75  43.48
569.18  640.03  70.85
427.34  433.19  5.86
616.95  603.70  -13.25
481.64  537.26  55.62
542.61  550.36  7.75
662.49  765.06  102.57
1070.91  971.31  -99.61
486.09  505.55  19.46
865.14  778.69  -86.45
542.55  595.68  53.14
725.89  515.18  -210.70
565.28  537.94  -27.34
568.23  595.51  27.28
415.25  396.94  -18.31
574.38  444.41  -129.97
441.52  496.16  54.64
895.30  906.11  10.81
446.22  474.93  28.72
509.11  544.75  35.63
709.36  877.34  167.98
348.22  392.37  44.15
888.00  792.84  -95.16
469.85  470.91  1.06
437.41  528.06  90.65
602.43  462.41  -140.02
380.97  396.97  16.00
444.16  463.78  19.62
469.67  451.44  -18.23
360.49  409.54  49.05
999.31  985.05  -14.27
402.42  419.86  17.43
385.90  486.17  100.27
505.87  584.00  78.14
1402.61  917.64  -484.98
412.13  512.07  99.94
375.72  405.59  29.87
440.74  426.61  -14.13
353.58  393.58  40.00
474.47  492.14  17.67
491.31  567.87  76.56
548.93  530.14  -18.79
663.39  544.15  -119.24
347.71  400.03  52.32
401.04  452.86  51.82
651.78  689.62  37.84
434.67  512.32  77.64
393.48  447.08  53.60
392.33  414.00  21.67
357.93  418.26  60.32
437.57  474.48  36.91
548.21  547.12  -1.09
386.01  423.44  37.43
381.18  393.46  12.28
1361.20  1228.42  -132.78
390.04  408.03  17.99
833.42  752.20  -81.22
724.82  677.21  -47.61
379.46  481.61  102.15
883.35  846.92  -36.43
387.70  424.22  36.53
595.56  524.41  -71.15
772.97  821.69  48.72
384.21  404.57  20.36
579.36  482.03  -97.34
353.75  428.35  74.60
438.43  409.87  -28.56
470.93  500.64  29.71
422.26  464.07  41.81
691.68  959.47  267.79
539.11  567.44  28.33
724.23  854.07  129.84
450.52  487.57  37.05
448.58  458.14  9.56
408.29  435.06  26.77
423.74  492.01  68.26
605.25  510.03  -95.22
489.57  446.79  -42.78
430.42  443.05  12.63
392.12  385.55  -6.57
515.78  486.60  -29.18
450.72  423.91  -26.81
621.99  623.51  1.52
691.00  759.79  68.79
562.33  506.90  -55.44
377.92  419.54  41.62
646.23  561.04  -85.19
586.51  539.50  -47.01
659.24  804.65  145.41
747.59  662.57  -85.01
536.50  491.72  -44.78
1009.83  761.61  -248.22
400.68  391.26  -9.43
1317.67  785.05  -532.62
662.51  836.39  173.88
434.08  386.16  -47.92
682.03  468.37  -213.66
386.55  442.04  55.49
466.60  507.36  40.76
440.59  461.51  20.92
662.37  551.61  -110.76
447.45  407.62  -39.83
473.25  461.70  -11.55
460.42  533.88  73.46
466.72  552.68  85.97
456.38  500.96  44.58
372.90  400.21  27.31
583.77  603.03  19.25
484.98  519.22  34.24
783.65  648.04  -135.62
367.61  391.65  24.04
383.08  423.75  40.67
789.28  872.56  83.28
519.82  636.55  116.72
405.88  476.31  70.43
375.37  406.77  31.40
418.33  460.39  42.06
424.91  473.24  48.33
419.51  407.11  -12.40
556.58  553.31  -3.27
570.35  654.49  84.14
516.84  499.26  -17.58
510.41  580.78  70.38
456.91  488.92  32.02
381.55  434.64  53.10
806.05  455.91  -350.14
596.80  608.83  12.03
396.33  415.13  18.80
373.84  403.57  29.74
478.28  484.53  6.25
725.76  638.55  -87.21
623.87  651.47  27.59
608.94  436.21  -172.73
497.90  506.78  8.88
405.26  437.26  32.00
495.49  501.39  5.90
441.34  462.55  21.21
580.14  510.53  -69.61
371.03  407.74  36.72
866.53  813.62  -52.91
614.59  600.06  -14.53
822.09  745.82  -76.27
409.84  445.93  36.10
564.81  606.29  41.48
504.90  557.02  52.12
370.15  399.65  29.50
590.78  714.95  124.17
635.45  672.93  37.48
408.42  389.20  -19.22
890.89  888.60  -2.29
410.32  422.61  12.28
448.98  445.96  -3.02
475.28  573.27  97.99
510.81  596.16  85.35
459.60  473.58  13.98
487.02  565.63  78.61
467.09  437.29  -29.80
379.66  431.25  51.59
426.23  437.92  11.69
529.55  538.25  8.70
594.64  519.25  -75.39
350.27  411.87  61.60
518.59  526.43  7.84
536.38  580.62  44.24
571.26  555.35  -15.91
487.38  487.97  0.59
665.27  460.47  -204.79
374.08  417.72  43.63
381.19  392.67  11.48
666.10  538.13  -127.98
395.89  382.51  -13.38
962.35  759.81  -202.54
466.74  497.98  31.24
937.73  679.23  -258.50
452.68  535.53  82.85
601.17  575.26  -25.91
570.03  541.03  -29.01
431.58  461.85  30.27
622.02  533.10  -88.92
456.63  509.80  53.17
582.69  597.36  14.67
400.47  405.12  4.65
557.94  474.83  -83.11
445.29  473.02  27.73
412.67  409.98  -2.70
460.89  516.44  55.56
419.45  418.15  -1.30
884.30  813.37  -70.93
435.48  510.55  75.07
413.46  417.57  4.10
506.71  562.63  55.92
577.33  601.52  24.19
474.20  506.75  32.55
360.41  403.46  43.06
738.03  831.19  93.16
495.27  619.34  124.07
652.82  646.89  -5.93
384.80  502.17  117.37
597.97  547.58  -50.39
781.71  722.77  -58.94
353.25  502.31  149.06
428.40  403.53  -24.87
470.06  432.53  -37.53
545.03  593.68  48.66
563.51  450.41  -113.10
413.58  433.36  19.79
1443.46  1069.24  -374.23
412.99  457.03  44.05
566.84  685.77  118.93
419.81  449.09  29.28
1387.06  917.40  -469.66
536.56  406.68  -129.88
405.96  416.71  10.76
439.76  432.94  -6.82
650.11  520.95  -129.16
640.14  758.13  118.00
511.84  518.98  7.14
576.63  490.28  -86.35
575.97  625.97  50.01
612.51  502.92  -109.59
370.18  413.45  43.27
450.59  510.20  59.61
427.04  467.41  40.37
435.40  418.44  -16.96
869.14  940.81  71.67
692.58  643.35  -49.22
529.13  612.11  82.99
597.91  507.85  -90.05
487.45  523.63  36.18
344.49  381.83  37.34
460.12  423.32  -36.80
349.12  381.21  32.08
682.48  692.02  9.54
501.49  567.28  65.79
713.44  743.67  30.22
512.24  548.04  35.80
516.79  491.58  -25.21
503.76  453.47  -50.30
473.04  528.47  55.43
438.79  443.16  4.37
889.01  1175.16  286.15
486.90  399.90  -86.99
567.18  509.96  -57.21
387.16  451.60  64.43
348.21  408.44  60.23
509.77  533.15  23.39
479.10  436.58  -42.52
562.22  594.25  32.04
603.76  506.29  -97.47
1325.31  973.94  -351.37
390.68  420.78  30.10
498.48  606.12  107.64
475.22  504.98  29.76
532.40  443.89  -88.51
607.13  554.96  -52.17
541.22  606.28  65.06
514.93  469.05  -45.88
455.36  491.41  36.05
380.36  422.61  42.25
791.05  581.53  -209.51
365.18  396.49  31.31
429.50  443.57  14.07
379.18  486.65  107.47
390.24  389.24  -1.00
503.71  464.56  -39.15
564.44  548.93  -15.51
335.12  388.68  53.56
704.12  681.86  -22.26
352.99  383.18  30.19
404.43  419.90  15.47
877.12  1211.52  334.40
637.96  634.62  -3.33
435.90  554.45  118.55
400.31  430.97  30.66
453.84  455.43  1.58
593.23  726.14  132.91
491.09  489.20  -1.89
769.26  617.42  -151.85
438.55  420.77  -17.78
430.97  416.85  -14.12
470.73  475.26  4.52
405.25  579.32  174.06
486.91  553.80  66.90
543.33  474.39  -68.94
445.11  431.83  -13.27
493.31  468.70  -24.61
482.61  532.74  50.13
437.56  388.66  -48.90
495.46  544.94  49.48
441.70  455.32  13.62
487.67  545.06  57.39
1033.46  629.60  -403.86
482.20  424.81  -57.39
426.13  398.99  -27.14
456.26  475.56  19.30
1999.62  2085.56  85.95
526.02  572.32  46.30
508.53  611.83  103.30
549.98  481.19  -68.79
446.10  480.39  34.28
335.91  392.54  56.62
438.91  404.62  -34.28
484.17  507.19  23.02
538.33  608.37  70.04
559.95  459.40  -100.55
428.39  467.10  38.71
414.47  423.01  8.54
555.23  576.98  21.75
798.29  786.70  -11.59
411.65  508.21  96.56
480.83  581.72  100.89
626.31  572.46  -53.85
805.53  808.19  2.66
505.58  449.70  -55.88
820.16  582.34  -237.82
435.30  485.17  49.87
512.05  494.08  -17.97
465.82  494.29  28.47
387.52  421.14  33.62
1090.52  861.86  -228.66
390.11  403.11  13.00
712.58  498.73  -213.85
358.60  396.21  37.61
473.42  473.41  -0.02
400.72  426.99  26.27
664.05  691.75  27.69
399.18  415.08  15.91
803.17  732.32  -70.85
574.94  671.34  96.40
513.20  525.40  12.20
542.11  571.51  29.40
560.12  546.94  -13.19
529.49  568.34  38.85
626.49  572.98  -53.52
472.87  452.09  -20.78
403.07  471.67  68.60
526.62  574.49  47.88
431.17  444.89  13.71
912.18  920.26  8.07
494.20  521.12  26.92
496.92  543.23  46.32
498.93  477.59  -21.33
447.83  463.07  15.24
356.95  409.23  52.28
546.06  507.21  -38.85
513.42  519.44  6.02
531.50  587.88  56.38
417.66  416.93  -0.74
437.53  431.64  -5.89
491.55  399.18  -92.37
1159.35  819.40  -339.94
531.34  577.40  46.06
391.51  447.34  55.83
509.05  532.22  23.17
389.63  443.47  53.84
385.97  402.78  16.81
496.02  480.66  -15.36
679.64  614.15  -65.48
404.80  383.44  -21.36
812.40  607.55  -204.85
503.80  492.67  -11.13
564.20  571.26  7.06
446.92  493.71  46.79
440.52  473.05  32.53
377.10  396.60  19.49
510.74  536.26  25.52
874.60  998.76  124.15
395.56  456.61  61.05
373.89  409.02  35.13
931.74  938.72  6.98
632.46  588.13  -44.34
437.12  500.02  62.90
637.98  656.30  18.33
461.19  454.16  -7.04
589.12  717.66  128.54
365.18  391.81  26.63
383.21  423.95  40.74
557.63  613.00  55.37
415.40  404.42  -10.99
371.67  408.44  36.78
528.31  550.63  22.32
525.53  576.56  51.03
398.39  415.67  17.28
377.87  509.72  131.85
544.76  546.54  1.78
1080.64  914.30  -166.33
533.57  480.99  -52.58
361.66  389.52  27.86
568.71  459.84  -108.87
865.27  783.90  -81.38
660.07  505.22  -154.85
841.19  719.75  -121.45
493.14  545.86  52.72
407.80  462.08  54.28
358.68  376.79  18.11
523.68  460.30  -63.38
609.96  701.61  91.65
489.56  473.35  -16.21
363.02  405.06  42.04
427.64  456.13  28.49
970.69  642.00  -328.69
448.57  438.07  -10.50
1231.28  1162.89  -68.39
451.52  431.13  -20.39
607.54  655.80  48.26
392.75  443.57  50.81
400.61  451.75  51.14
471.96  439.06  -32.90
389.56  424.24  34.68
518.97  569.07  50.09
516.78  506.45  -10.33
1659.76  1377.01  -282.75
431.46  490.98  59.52
424.59  436.57  11.98
365.78  391.59  25.80
453.67  575.32  121.65
371.23  382.68  11.45
526.42  520.46  -5.95
403.47  411.93  8.47
514.08  508.07  -6.00
496.11  457.13  -38.98
448.17  492.44  44.27
525.73  527.67  1.94
387.37  429.80  42.43
391.67  445.79  54.12
402.09  521.74  119.65
598.49  497.56  -100.93
490.01  572.27  82.26
587.01  671.44  84.43
529.46  555.54  26.09
446.16  416.87  -29.29
606.61  647.25  40.64
431.46  462.91  31.45
610.27  631.18  20.91
428.61  471.12  42.51
585.12  597.71  12.59
633.03  491.08  -141.94
669.42  684.37  14.95
509.83  446.98  -62.86
498.04  447.29  -50.75
484.72  485.81  1.09
554.88  527.03  -27.85
439.89  467.00  27.11
436.90  380.07  -56.83
499.65  478.55  -21.10
584.22  679.17  94.95
488.52  544.06  55.54
663.97  708.03  44.06
747.83  755.51  7.68
450.59  419.73  -30.87
398.52  433.56  35.04
359.91  380.88  20.97
604.91  488.11  -116.80
621.92  565.84  -56.08
653.02  528.24  -124.78
657.13  677.99  20.85
393.51  454.01  60.50
471.05  465.28  -5.77
622.90  443.04  -179.85
382.69  415.18  32.49
500.30  477.19  -23.10
572.58  543.12  -29.46
616.65  544.67  -71.98
441.22  460.52  19.30
480.33  500.33  19.99
863.42  760.66  -102.76
679.02  618.63  -60.40
732.28  859.84  127.56
2063.84  1437.82  -626.03
423.64  422.49  -1.14
541.33  526.96  -14.37
449.83  467.19  17.37
571.21  625.74  54.54
348.16  459.47  111.32
423.62  425.09  1.47
732.19  620.61  -111.58
373.22  383.08  9.86
522.64  478.52  -44.12
471.27  627.29  156.03
518.02  594.09  76.07
704.37  679.17  -25.20
557.26  616.24  58.97
493.96  561.03  67.07
653.96  704.37  50.41
436.30  494.17  57.87
517.02  586.94  69.92
584.57  629.66  45.09
629.69  582.69  -47.00
617.59  504.89  -112.70
482.98  523.73  40.74
447.29  476.61  29.32
485.07  452.68  -32.39
848.30  752.70  -95.60
418.07  396.83  -21.24
483.55  487.35  3.81
356.66  388.08  31.42
645.68  692.12  46.44
762.91  616.24  -146.68
622.33  533.40  -88.93
347.84  398.00  50.16
542.67  607.17  64.50
788.32  651.38  -136.93
506.55  531.89  25.34
370.34  380.30  9.96
377.26  445.47  68.21
558.83  493.18  -65.65
717.53  558.32  -159.21
514.04  557.44  43.41
521.83  524.17  2.34
892.19  908.84  16.65
399.75  473.26  73.51
1110.77  1092.21  -18.56
517.80  496.20  -21.60
605.79  547.75  -58.03
385.86  387.66  1.80
567.19  549.43  -17.76
528.51  504.41  -24.10
571.02  535.42  -35.61
408.44  439.07  30.63
521.23  536.61  15.38
494.71  499.15  4.44
636.29  526.65  -109.63
766.14  693.65  -72.49
408.59  438.56  29.98
420.12  458.27  38.16
1015.69  1249.01  233.32
767.02  764.77  -2.26
419.34  394.53  -24.81
425.78  388.80  -36.98
525.34  501.63  -23.71
803.90  529.28  -274.62
381.25  400.10  18.85
428.91  443.68  14.78
458.74  475.50  16.77
697.91  709.52  11.61
729.35  568.20  -161.15
704.75  501.23  -203.52
540.39  577.36  36.96
560.99  591.12  30.13
414.27  626.48  212.21
453.76  563.33  109.56
683.41  630.84  -52.58
1069.45  761.09  -308.36
693.93  595.91  -98.02
720.48  543.50  -176.98
519.54  422.81  -96.74
524.53  681.36  156.83
615.94  756.67  140.73
702.95  681.97  -20.98
440.93  481.15  40.23
396.50  414.68  18.18
566.93  514.65  -52.28
538.66  461.56  -77.10
578.70  512.76  -65.93
472.60  444.77  -27.83
437.76  417.46  -20.30
1074.69  750.50  -324.18
508.27  445.37  -62.90
488.99  435.85  -53.14
613.72  643.41  29.69
386.78  422.63  35.86
498.72  585.13  86.41
752.64  735.89  -16.75
558.22  430.13  -128.10
469.16  413.30  -55.86
388.35  407.59  19.24
511.03  536.97  25.95
816.58  755.92  -60.66
635.90  545.42  -90.48
352.64  397.53  44.89
346.69  446.57  99.88
459.83  467.58  7.75
498.98  495.28  -3.70
527.94  524.71  -3.23
426.54  397.69  -28.85
547.35  527.91  -19.44
364.22  395.58  31.36
511.65  476.06  -35.59
1109.71  1200.69  90.98
807.02  782.40  -24.62
384.07  389.10  5.04
617.01  418.52  -198.49
599.39  762.92  163.53
532.36  583.23  50.87
577.65  555.35  -22.30
538.34  552.08  13.75
1158.30  801.97  -356.33
561.97  573.88  11.91
427.44  413.34  -14.10
902.51  766.03  -136.48
622.43  576.82  -45.61
447.98  431.28  -16.70
591.57  533.99  -57.58
409.48  446.03  36.55
531.80  507.01  -24.78
399.65  382.02  -17.63
681.75  511.97  -169.78
431.52  469.48  37.96
879.88  790.47  -89.41
417.34  448.49  31.16
572.69  554.54  -18.15
435.89  413.68  -22.20
695.95  543.38  -152.57
437.93  434.94  -2.99
408.70  388.24  -20.46
550.21  599.61  49.41
379.17  440.97  61.80
562.90  519.04  -43.86
797.75  724.67  -73.08
493.58  491.52  -2.06
728.16  720.89  -7.27
682.24  701.79  19.55
638.96  761.45  122.48
750.47  717.60  -32.87
542.33  535.64  -6.69
385.66  449.12  63.45
444.20  447.43  3.23
378.70  379.85  1.16
391.15  435.63  44.49
566.50  751.67  185.17
515.80  582.65  66.86
451.26  497.58  46.32
495.83  405.65  -90.17
500.04  548.22  48.18
528.87  607.06  78.19
413.90  415.90  2.00
472.15  467.61  -4.54
382.61  396.21  13.60
624.16  566.72  -57.44
423.85  431.48  7.64
485.25  433.84  -51.42
650.84  671.55  20.72
427.43  449.48  22.06
448.37  479.14  30.77
471.28  470.73  -0.54
387.64  410.31  22.67
643.19  573.06  -70.12
404.98  476.32  71.34
492.38  445.81  -46.57
418.56  535.35  116.79
606.42  699.85  93.43
402.55  405.34  2.79
366.23  389.74  23.51
383.24  419.19  35.95
984.45  1015.86  31.41
440.82  467.01  26.19
474.00  446.61  -27.40
380.74  399.46  18.72
372.32  425.32  53.00
416.24  439.91  23.67
404.89  406.80  1.90
391.47  386.16  -5.30
368.01  393.81  25.80
1080.03  933.08  -146.95
771.00  863.70  92.70
584.53  601.89  17.36
518.60  623.11  104.52
613.49  479.29  -134.20
494.03  507.51  13.48
503.49  395.21  -108.28
451.94  492.34  40.40
775.52  938.96  163.43
732.03  730.05  -1.98
569.65  467.06  -102.59
376.94  384.20  7.27
475.43  427.69  -47.74
673.72  704.78  31.06
566.56  491.64  -74.92
544.03  627.03  83.00
588.59  542.55  -46.04
823.98  671.89  -152.09
436.72  435.29  -1.43
418.54  409.08  -9.47
455.53  460.05  4.53
614.53  650.06  35.53
727.65  676.84  -50.81
470.59  474.09  3.50
568.14  562.72  -5.42
612.73  604.23  -8.49
383.74  411.93  28.19
831.00  915.23  84.23
531.86  595.04  63.18
540.40  593.02  52.62
439.81  413.72  -26.09
471.56  470.43  -1.13
386.09  395.23  9.14
498.26  459.09  -39.17
804.29  750.02  -54.27
607.60  740.37  132.77
446.92  448.24  1.31
360.88  423.01  62.12
450.71  622.07  171.36
399.86  434.02  34.16
726.49  636.19  -90.30
451.15  447.47  -3.68
1021.94  886.75  -135.19
633.46  691.31  57.85
1024.40  852.99  -171.41
771.57  718.13  -53.44
347.50  392.44  44.94
631.15  811.55  180.40
658.47  713.05  54.58
435.79  414.26  -21.53
474.39  527.01  52.62
584.47  643.62  59.15
462.95  448.28  -14.66
568.18  528.86  -39.32
678.32  627.19  -51.13
472.90  415.09  -57.80
578.85  553.05  -25.80
459.22  469.43  10.21
387.88  455.06  67.18
482.70  455.91  -26.79
546.33  534.39  -11.95
376.17  460.25  84.08
396.38  450.30  53.92
399.72  390.26  -9.46
565.59  598.77  33.18
526.58  513.02  -13.57
513.06  542.18  29.11
420.73  419.50  -1.23
374.43  422.07  47.64
623.13  604.07  -19.06
368.07  400.14  32.07
525.92  509.70  -16.22
514.62  590.95  76.34
534.40  584.16  49.76
496.63  454.25  -42.38
589.39  452.74  -136.65
820.90  767.66  -53.24
425.07  421.41  -3.66
441.90  427.72  -14.18
532.14  527.83  -4.31
857.93  857.10  -0.82
432.61  508.60  75.99
502.26  461.16  -41.10
552.22  411.11  -141.11
551.42  439.41  -112.01
587.32  588.45  1.13
626.50  582.52  -43.98
491.94  550.80  58.86
515.05  435.45  -79.59
484.46  553.23  68.77
581.53  539.11  -42.42
387.20  425.46  38.27
380.04  420.84  40.80
377.82  411.75  33.93
703.85  596.74  -107.11
824.28  624.05  -200.23
378.77  408.44  29.67
484.60  551.92  67.32
418.68  460.49  41.81
893.85  733.01  -160.83
580.43  613.44  33.01
383.59  442.09  58.50
381.00  430.60  49.60
529.19  548.31  19.12
604.11  661.47  57.36
644.73  719.55  74.82
542.58  542.67  0.09
350.08  403.55  53.47
506.70  487.99  -18.71
814.75  785.40  -29.35
407.42  417.70  10.29
584.47  544.19  -40.29
364.00  416.05  52.05
401.67  398.35  -3.33
658.77  649.37  -9.40
515.16  518.39  3.23
571.20  508.02  -63.18
951.46  778.76  -172.70
388.11  438.40  50.29
597.43  492.66  -104.77
752.54  576.73  -175.80
723.91  616.33  -107.58
677.96  581.57  -96.39
433.18  414.82  -18.37
548.28  480.06  -68.22
353.53  379.19  25.66
403.43  403.17  -0.26
520.97  577.20  56.23
544.92  539.69  -5.23
513.22  556.59  43.36
577.52  597.78  20.26
357.56  432.22  74.66
426.19  414.95  -11.24
390.34  452.44  62.10
387.09  432.05  44.95
503.17  545.04  41.87
378.77  430.67  51.91
668.32  756.66  88.34
459.54  470.11  10.57
418.53  426.89  8.36
371.79  393.03  21.24
940.37  1258.81  318.44
816.99  850.49  33.50
387.62  395.33  7.71
445.81  427.73  -18.08
764.02  851.45  87.43
406.42  413.52  7.09
369.80  395.95  26.15
548.61  431.57  -117.04
544.22  623.75  79.53
668.13  733.14  65.01
627.63  555.05  -72.58
757.43  897.02  139.59
352.04  414.40  62.35
454.32  439.11  -15.22
591.23  586.71  -4.52
568.62  526.80  -41.81
389.16  473.69  84.53
347.91  396.22  48.32
372.31  393.76  21.45
435.43  461.41  25.98
425.98  399.22  -26.76
417.84  452.03  34.18
378.24  428.68  50.44
413.86  487.18  73.32
580.44  562.54  -17.90
362.28  394.72  32.43
637.19  691.48  54.29
449.26  508.27  59.01
571.03  592.83  21.81
575.33  679.04  103.72
652.17  662.93  10.76
666.70  551.48  -115.22
370.87  407.53  36.66
455.06  560.82  105.77
1021.65  728.66  -292.99
904.75  803.03  -101.71
407.28  484.14  76.87
428.21  423.59  -4.62
590.51  581.33  -9.18
499.97  499.21  -0.76
791.15  944.75  153.60
557.21  472.26  -84.96
433.47  471.00  37.53
578.83  550.80  -28.03
539.50  475.15  -64.36
486.02  491.21  5.19
502.33  553.66  51.33
1169.18  1241.73  72.55
520.38  493.95  -26.43
582.14  532.78  -49.36
354.94  391.18  36.25
440.48  441.59  1.11
705.31  501.68  -203.63
379.34  402.53  23.19
531.70  489.34  -42.36
472.70  498.21  25.51
401.37  386.14  -15.23
360.63  410.11  49.48
514.07  518.91  4.83
422.65  418.90  -3.75
636.91  748.38  111.47
398.20  404.49  6.29
404.49  466.74  62.25
489.18  614.47  125.29
577.56  428.05  -149.51
766.70  919.24  152.54
418.54  407.64  -10.90
374.90  392.49  17.58
621.01  485.15  -135.86
598.48  724.17  125.69
777.13  627.02  -150.11
431.45  445.22  13.77
671.49  579.49  -92.00
632.54  603.41  -29.13
585.87  504.37  -81.50
357.41  401.68  44.27
513.12  509.66  -3.46
501.29  512.13  10.84
454.04  504.00  49.96
513.06  511.12  -1.94
485.92  488.75  2.83
803.33  805.28  1.95
487.68  613.00  125.32
686.69  581.73  -104.96
419.72  426.70  6.98
486.16  422.94  -63.22
757.12  621.20  -135.92
402.71  386.93  -15.78
526.15  583.85  57.71
491.96  495.83  3.87
406.21  403.81  -2.40
612.27  652.78  40.51
834.11  892.09  57.98
1079.83  708.01  -371.82
908.34  914.23  5.89
478.55  478.73  0.18
431.30  478.07  46.77
472.14  686.19  214.05
796.74  757.52  -39.22
711.90  600.68  -111.22
402.46  417.64  15.17
627.89  592.13  -35.76
541.00  655.55  114.54
503.85  539.92  36.08
576.69  478.74  -97.94
653.04  598.50  -54.54
426.14  530.78  104.64
487.39  520.64  33.25
820.16  685.38  -134.78
359.37  400.84  41.47
588.98  524.03  -64.95
426.00  476.99  50.98
348.84  407.90  59.06
458.75  444.38  -14.36
378.56  445.88  67.32
383.74  451.10  67.37
516.04  527.90  11.86
486.65  541.23  54.58
658.03  669.32  11.30
663.31  698.24  34.94
574.86  604.92  30.05
595.53  443.16  -152.37
545.84  501.02  -44.82
439.97  497.34  57.37
711.84  634.67  -77.17
401.03  427.78  26.74
694.66  607.41  -87.26
794.34  738.95  -55.39
539.98  440.07  -99.91
704.03  625.05  -78.98
831.80  664.70  -167.10
391.10  397.67  6.57
434.97  511.96  76.99
544.69  696.51  151.82
888.91  712.76  -176.15
392.25  450.94  58.70
380.08  413.03  32.95
552.43  534.33  -18.10
809.10  755.42  -53.68
456.15  459.41  3.26
566.19  568.82  2.63
379.99  446.49  66.50
400.29  440.17  39.88
686.13  510.80  -175.32
620.31  700.00  79.69
608.62  642.84  34.22
365.68  394.18  28.50
463.71  466.58  2.87
484.18  531.41  47.23
375.09  392.82  17.73
539.09  501.39  -37.70
602.42  551.02  -51.40
502.29  500.69  -1.59
669.26  667.31  -1.95
499.66  487.88  -11.78
721.33  569.29  -152.04
355.15  520.87  165.71
611.10  705.07  93.97
399.47  461.45  61.98
642.21  563.04  -79.17
444.53  549.96  105.43
478.67  435.96  -42.70
425.69  437.91  12.22
478.22  446.82  -31.40
666.17  503.23  -162.94
747.07  463.79  -283.28
569.99  485.32  -84.67
379.84  446.57  66.73
496.30  419.06  -77.24
390.97  433.11  42.15
501.23  408.59  -92.64
408.63  383.42  -25.21
513.51  515.59  2.08
644.03  716.15  72.12
905.45  889.69  -15.75
378.87  393.72  14.85
433.32  440.14  6.82
421.44  565.08  143.64
464.59  471.75  7.16
367.99  398.94  30.95
361.61  381.06  19.45
599.74  443.42  -156.32
705.61  572.03  -133.59
811.64  1005.93  194.29
476.39  475.86  -0.52
719.29  719.98  0.70
396.19  381.69  -14.50
429.63  484.26  54.62
536.89  565.11  28.21
616.98  631.27  14.29
435.66  471.32  35.66
358.54  475.17  116.63
565.60  579.58  13.98
636.48  618.02  -18.46
738.52  633.45  -105.07
421.21  453.59  32.38
755.03  556.29  -198.73
395.59  396.81  1.22
432.42  419.14  -13.28
467.06  482.42  15.36
369.54  458.48  88.94
425.67  443.60  17.93
351.62  379.52  27.90
520.67  500.65  -20.02
446.69  481.46  34.77
438.97  505.90  66.93
435.92  430.97  -4.96
436.15  437.25  1.09
388.19  424.85  36.66
539.32  401.90  -137.42
538.75  559.24  20.49
647.05  644.62  -2.43
465.91  463.36  -2.55
619.38  671.90  52.52
482.57  474.84  -7.72
389.24  430.63  41.39
