# True_Mass_GeV  Predicted_Mass_GeV  Resolution_GeV
444.56  435.57  -8.99
386.90  434.06  47.17
351.83  378.91  27.09
372.52  397.21  24.69
723.38  673.44  -49.94
390.67  413.42  22.75
456.42  480.24  23.82
692.45  751.56  59.11
559.29  551.60  -7.69
390.24  439.93  49.69
818.00  777.77  -40.23
430.24  496.84  66.60
435.48  401.72  -33.76
473.00  478.73  5.73
472.73  682.86  210.13
883.77  740.47  -143.30
467.57  588.63  121.06
368.10  435.16  67.05
643.36  499.93  -143.43
524.32  607.01  82.69
581.57  598.80  17.23
541.64  764.69  223.04
535.04  614.96  79.92
1064.11  1176.72  112.61
549.63  576.97  27.34
506.99  494.06  -12.93
795.21  512.00  -283.21
419.92  442.84  22.93
494.46  552.56  58.10
396.25  438.06  41.81
376.02  466.02  90.00
828.10  766.40  -61.70
606.22  641.39  35.17
422.10  507.54  85.43
376.37  398.15  21.77
438.52  475.10  36.58
527.34  612.17  84.83
462.44  447.77  -14.67
645.73  621.14  -24.60
357.97  424.73  66.77
376.45  413.74  37.29
500.07  557.85  57.79
785.64  788.81  3.17
656.76  531.50  -125.27
625.62  720.36  94.74
360.70  405.50  44.79
765.37  770.75  5.38
526.62  496.16  -30.46
362.55  406.18  43.62
1026.79  963.35  -63.44
482.07  537.04  54.97
510.72  447.99  -62.73
999.03  1002.85  3.83
750.02  774.37  24.35
382.69  458.80  76.11
985.80  841.58  -144.23
508.05  588.56  80.50
672.88  688.13  15.25
501.49  497.30  -4.19
586.34  595.48  9.14
519.83  485.88  -33.95
353.70  378.43  24.73
647.34  664.28  16.94
350.05  450.82  100.76
979.23  1070.88  91.65
424.18  465.86  41.69
380.46  404.32  23.86
621.14  620.20  -0.94
554.89  499.09  -55.80
690.84  698.43  7.59
552.33  508.30  -44.03
515.34  501.90  -13.44
408.05  417.15  9.09
465.29  542.66  77.37
424.60  420.57  -4.03
544.17  555.73  11.56
391.77  412.59  20.82
530.96  403.98  -126.98
634.27  649.00  14.72
686.16  455.74  -230.41
484.50  482.79  -1.72
475.74  412.98  -62.76
649.97  595.03  -54.94
1034.20  674.83  -359.38
394.61  411.41  16.80
696.25  625.25  -71.00
439.54  482.89  43.35
486.98  440.80  -46.17
489.68  404.94  -84.74
425.50  414.62  -10.88
501.18  469.11  -32.07
422.01  402.66  -19.35
482.05  436.26  -45.80
878.54  599.86  -278.69
1152.36  907.24  -245.12
787.08  663.54  -123.53
737.04  518.84  -218.21
469.74  471.13  1.39
517.29  517.69  0.40
325.22  451.64  126.42
753.14  763.38  10.24
364.07  447.78  83.71
1290.77  1131.05  -159.71
421.52  469.63  48.11
406.98  425.87  18.89
760.14  677.95  -82.18
325.11  396.17  71.06
552.09  609.52  57.43
437.51  453.44  15.93
502.09  653.71  151.62
377.59  434.14  56.55
536.21  550.70  14.49
472.33  481.22  8.89
442.86  427.47  -15.39
718.43  654.79  -63.64
547.85  539.26  -8.59
450.92  512.75  61.83
588.06  531.51  -56.55
572.58  474.54  -98.04
535.59  527.60  -8.00
435.44  461.19  25.75
693.84  667.90  -25.94
389.68  433.88  44.20
399.83  422.82  22.99
409.50  421.96  12.47
1437.62  1315.37  -122.25
516.00  486.81  -29.19
559.15  656.12  96.97
454.95  523.96  69.00
399.68  527.87  128.19
481.01  465.17  -15.83
360.68  398.06  37.38
816.95  715.39  -101.56
536.02  524.05  -11.98
1564.66  1597.02  32.37
566.16  441.12  -125.05
913.95  684.83  -229.12
779.75  871.04  91.29
416.37  402.43  -13.94
984.58  855.62  -128.96
565.53  445.65  -119.87
444.68  474.22  29.54
407.74  424.75  17.01
527.43  451.28  -76.14
696.73  731.14  34.42
562.16  588.03  25.87
683.01  517.37  -165.64
779.29  837.33  58.04
550.86  541.81  -9.05
561.16  561.85  0.69
461.83  401.22  -60.61
697.32  859.52  162.20
388.91  405.59  16.68
447.07  509.09  62.02
449.39  429.96  -19.43
469.22  531.88  62.66
388.20  497.72  109.51
467.94  502.52  34.58
447.13  458.38  11.25
483.78  440.47  -43.31
645.24  584.65  -60.58
485.92  517.16  31.24
406.56  459.33  52.77
438.11  414.76  -23.35
397.29  435.76  38.46
390.87  391.19  0.31
489.80  458.13  -31.66
389.91  385.64  -4.26
779.65  782.77  3.12
532.49  521.16  -11.33
403.95  429.95  26.00
923.87  734.14  -189.73
612.70  633.26  20.57
577.37  789.58  212.21
471.14  572.22  101.07
648.05  709.23  61.18
491.87  529.64  37.78
348.34  481.91  133.57
365.96  422.37  56.41
401.76  414.52  12.76
438.55  401.92  -36.63
448.28  505.19  56.92
514.04  394.85  -119.19
414.17  411.50  -2.67
794.70  645.05  -149.65
1328.68  1381.33  52.65
426.49  411.55  -14.94
567.77  543.58  -24.19
364.66  469.82  105.16
416.64  436.62  19.97
771.78  768.05  -3.73
645.94  680.11  34.17
411.23  448.16  36.93
474.91  419.97  -54.94
437.30  397.84  -39.46
495.25  525.42  30.17
364.18  455.39  91.21
868.19  974.19  106.00
387.25  572.83  185.58
725.59  702.84  -22.75
383.08  404.04  20.96
399.60  392.57  -7.02
853.80  784.97  -68.82
411.20  416.53  5.33
648.84  698.83  49.98
438.80  402.40  -36.40
680.10  595.89  -84.21
542.32  552.43  10.11
456.24  527.64  71.40
979.72  727.62  -252.09
476.31  536.66  60.35
379.84  409.30  29.46
383.17  416.21  33.04
788.97  853.33  64.36
382.67  465.33  82.66
672.87  718.28  45.40
458.78  427.73  -31.05
467.90  505.01  37.11
905.87  1015.69  109.82
475.15  507.25  32.10
984.68  816.25  -168.43
371.25  401.56  30.31
375.45  465.81  90.35
696.49  789.05  92.57
983.19  766.41  -216.78
833.25  931.93  98.67
909.33  711.64  -197.69
1403.49  1372.75  -30.74
416.81  454.99  38.19
446.35  390.90  -55.45
490.02  521.56  31.55
429.16  472.94  43.77
542.09  590.20  48.11
710.87  765.02  54.15
399.97  387.90  -12.07
422.80  450.52  27.72
520.27  431.59  -88.68
470.01  475.74  5.73
421.33  514.56  93.23
403.72  404.56  0.84
424.39  433.77  9.38
377.90  424.75  46.85
430.04  473.91  43.86
463.83  515.96  52.13
560.94  534.32  -26.62
627.24  640.67  13.43
409.30  410.83  1.53
687.39  689.04  1.66
534.52  425.90  -108.62
599.24  430.16  -169.07
352.68  386.41  33.73
413.64  413.93  0.30
410.52  451.73  41.21
502.93  521.87  18.94
362.95  471.35  108.40
412.64  464.74  52.10
590.38  558.51  -31.87
384.52  396.18  11.66
471.23  471.52  0.29
587.70  659.66  71.96
450.59  527.98  77.39
928.47  783.02  -145.45
477.91  544.66  66.75
659.08  565.54  -93.54
381.33  380.94  -0.39
985.57  914.55  -71.03
521.47  486.16  -35.32
785.67  746.16  -39.51
536.15  608.34  72.19
644.29  915.76  271.47
570.01  620.16  50.15
375.14  441.43  66.29
677.57  591.10  -86.46
526.06  488.50  -37.57
559.23  511.85  -47.37
470.08  520.88  50.81
461.38  411.45  -49.93
371.18  481.30  110.12
389.10  475.78  86.68
550.89  440.43  -110.46
834.59  816.34  -18.25
414.65  428.50  13.85
643.16  566.17  -76.99
395.51  402.58  7.08
392.54  439.36  46.82
539.63  507.45  -32.18
620.10  617.87  -2.23
1074.71  998.22  -76.49
512.66  485.41  -27.25
438.83  462.34  23.51
589.51  551.02  -38.49
724.93  613.74  -111.19
388.16  484.28  96.12
395.12  376.77  -18.36
661.38  662.03  0.66
383.16  372.57  -10.59
429.38  547.47  118.09
417.78  428.24  10.46
350.26  373.71  23.44
588.42  601.73  13.31
628.20  684.06  55.87
552.45  591.94  39.49
807.45  716.79  -90.66
614.87  651.15  36.28
489.61  539.82  50.21
478.66  422.31  -56.35
592.67  502.05  -90.62
594.73  575.50  -19.23
1051.71  919.20  -132.50
406.89  425.31  18.43
728.68  738.78  10.10
448.91  452.31  3.41
419.43  437.38  17.95
559.87  628.87  69.00
372.74  402.62  29.88
623.11  565.57  -57.55
392.20  399.74  7.55
701.55  706.84  5.29
527.11  431.97  -95.14
391.10  395.48  4.38
395.26  507.43  112.16
393.22  444.09  50.88
741.78  563.74  -178.03
551.71  512.79  -38.92
501.00  461.86  -39.14
469.60  457.95  -11.65
479.57  477.48  -2.09
669.13  621.98  -47.15
596.65  414.36  -182.29
1227.97  804.42  -423.55
465.93  407.96  -57.96
547.99  525.24  -22.75
455.95  421.55  -34.40
647.60  649.78  2.18
821.29  701.34  -119.95
380.56  405.16  24.61
525.90  581.77  55.87
442.54  414.38  -28.15
361.70  371.31  9.61
386.64  429.26  42.63
344.58  437.11  92.53
839.35  648.85  -190.50
532.10  575.91  43.81
399.51  495.06  95.56
501.02  499.46  -1.57
426.81  382.07  -44.74
761.15  759.77  -1.38
357.00  467.81  110.82
486.46  486.65  0.19
541.61  560.74  19.13
692.45  583.27  -109.18
420.75  416.41  -4.34
551.64  475.98  -75.66
629.37  591.78  -37.58
565.62  631.92  66.30
473.52  406.75  -66.77
366.66  424.38  57.72
511.38  395.05  -116.33
471.13  504.31  33.18
367.21  410.31  43.10
359.21  389.58  30.37
410.97  406.50  -4.48
489.51  520.28  30.77
454.88  428.08  -26.79
398.13  404.93  6.80
374.98  421.91  46.93
538.40  522.39  -16.01
481.39  391.14  -90.25
444.09  482.76  38.67
426.16  456.89  30.73
490.62  538.83  48.21
455.35  446.88  -8.47
362.09  386.30  24.21
561.40  743.76  182.36
519.86  539.04  19.18
462.81  564.76  101.94
363.21  458.73  95.51
524.72  570.54  45.82
355.38  370.64  15.25
665.11  567.61  -97.50
593.25  620.89  27.64
937.18  907.32  -29.87
461.21  449.59  -11.62
447.29  485.32  38.04
434.08  430.41  -3.67
354.47  467.97  113.50
401.51  485.07  83.56
524.97  487.37  -37.60
694.27  469.16  -225.11
390.36  449.22  58.87
510.04  559.41  49.37
509.38  558.45  49.07
453.43  472.30  18.87
366.82  443.57  76.75
420.28  432.23  11.95
430.15  401.77  -28.38
529.84  472.29  -57.55
677.10  558.02  -119.08
747.91  748.26  0.35
479.57  585.87  106.31
560.71  577.62  16.91
440.16  490.18  50.02
824.11  489.37  -334.74
448.08  406.75  -41.33
456.99  516.39  59.40
384.92  488.42  103.50
590.39  492.23  -98.17
465.36  467.78  2.42
431.00  439.49  8.50
670.88  672.81  1.93
543.25  525.52  -17.73
500.25  492.31  -7.94
705.94  570.00  -135.94
421.50  508.87  87.38
627.04  702.82  75.78
411.54  446.05  34.50
673.76  743.39  69.64
489.66  441.59  -48.06
537.72  638.27  100.55
436.19  485.45  49.26
473.62  522.26  48.64
507.58  498.23  -9.35
530.76  582.96  52.20
373.52  388.03  14.52
592.12  524.49  -67.64
580.55  620.20  39.65
387.91  407.71  19.80
463.32  436.94  -26.38
422.06  403.45  -18.60
668.43  563.47  -104.96
572.68  624.53  51.84
772.69  812.57  39.88
463.94  492.97  29.04
928.89  894.62  -34.27
499.65  524.98  25.33
483.70  576.00  92.29
425.13  450.89  25.76
425.54  433.85  8.31
713.88  976.27  262.39
425.36  451.65  26.29
1837.24  1175.53  -661.71
567.10  644.48  77.38
448.65  457.43  8.78
762.81  711.23  -51.58
410.06  388.83  -21.24
385.73  402.66  16.92
513.43  513.13  -0.30
499.26  416.77  -82.48
404.43  451.04  46.61
407.81  430.88  23.07
521.56  427.72  -93.84
625.98  645.06  19.09
375.96  410.53  34.57
650.39  831.13  180.75
674.81  470.13  -204.67
542.93  456.32  -86.61
424.79  528.73  103.94
437.20  480.83  43.64
349.64  412.90  63.26
1058.56  1009.99  -48.57
848.30  647.90  -200.41
636.86  720.93  84.07
572.65  643.53  70.88
406.55  384.55  -22.00
511.76  513.82  2.06
1359.54  1452.23  92.69
533.87  444.57  -89.30
504.53  427.23  -77.30
597.79  676.20  78.41
496.00  487.23  -8.77
528.88  546.51  17.63
512.65  463.19  -49.45
396.93  417.58  20.65
744.21  698.55  -45.67
373.60  441.76  68.16
634.58  481.87  -152.71
590.18  549.80  -40.38
592.47  643.58  51.10
610.42  622.11  11.69
450.47  511.38  60.91
445.27  408.24  -37.02
435.23  446.45  11.22
551.39  517.23  -34.16
523.45  449.30  -74.15
846.68  748.65  -98.03
631.75  743.58  111.84
447.09  497.92  50.83
1585.20  1284.35  -300.86
406.97  421.47  14.50
757.60  848.23  90.63
398.55  408.63  10.08
636.03  510.38  -125.65
416.14  502.81  86.67
735.50  842.45  106.95
722.21  624.75  -97.46
677.59  625.20  -52.38
629.20  621.53  -7.68
835.55  680.61  -154.95
671.98  510.31  -161.66
393.30  395.90  2.60
516.35  508.95  -7.40
562.65  536.42  -26.23
389.15  402.45  13.30
398.24  422.08  23.85
545.00  494.79  -50.21
476.12  497.94  21.82
574.64  490.75  -83.89
481.19  471.75  -9.45
452.21  485.49  33.28
733.49  650.22  -83.27
404.81  430.54  25.73
512.76  599.93  87.16
529.58  602.73  73.14
551.36  731.65  180.28
369.90  395.72  25.83
534.53  601.09  66.56
721.05  927.63  206.58
360.65  391.50  30.85
383.79  413.39  29.59
1242.33  915.30  -327.02
364.68  484.67  119.99
505.85  463.54  -42.31
772.20  855.33  83.13
604.97  557.36  -47.61
525.99  418.21  -107.78
1004.07  1112.16  108.09
413.05  397.08  -15.97
957.07  837.70  -119.37
399.53  473.48  73.95
473.20  506.60  33.40
362.53  423.88  61.35
452.78  404.04  -48.74
709.42  927.92  218.50
409.85  402.83  -7.02
434.96  465.82  30.85
680.93  675.46  -5.48
751.79  748.20  -3.60
492.22  463.20  -29.02
1166.63  429.26  -737.36
447.75  474.34  26.59
433.26  431.73  -1.53
410.28  399.96  -10.32
481.33  452.22  -29.12
486.50  466.55  -19.95
571.10  472.54  -98.56
349.34  379.46  30.12
468.30  490.51  22.21
781.07  541.88  -239.19
428.93  406.48  -22.45
610.74  525.55  -85.19
496.45  533.08  36.63
384.44  411.02  26.58
895.66  885.40  -10.26
832.05  916.09  84.04
804.82  663.60  -141.22
611.11  724.20  113.09
458.42  466.08  7.66
449.60  524.00  74.40
768.54  626.51  -142.03
653.95  629.28  -24.67
581.09  601.19  20.10
456.71  466.43  9.71
462.20  499.38  37.19
500.23  562.86  62.63
428.84  442.58  13.73
607.55  626.18  18.63
536.12  600.74  64.61
427.74  449.68  21.94
371.72  403.76  32.04
430.00  476.18  46.18
573.84  635.50  61.66
401.22  424.97  23.75
521.39  410.15  -111.24
855.32  584.66  -270.66
519.65  562.97  43.32
362.30  416.13  53.83
471.49  476.59  5.11
375.98  395.95  19.97
350.53  381.56  31.03
381.66  408.75  27.09
949.47  770.88  -178.59
1008.39  962.02  -46.37
599.03  547.24  -51.79
842.05  612.58  -229.47
484.30  439.15  -45.14
451.93  452.35  0.42
522.64  422.09  -100.55
522.80  606.03  83.23
506.30  532.45  26.15
747.10  700.49  -46.61
425.60  476.56  50.95
564.87  483.86  -81.01
498.31  475.17  -23.15
424.21  504.11  79.90
803.96  673.85  -130.12
367.77  396.69  28.91
497.93  520.79  22.87
514.71  529.42  14.71
852.08  651.73  -200.35
396.86  418.25  21.39
666.05  650.01  -16.04
790.96  704.14  -86.82
487.33  437.48  -49.85
423.74  385.49  -38.24
384.68  431.67  46.99
449.05  424.25  -24.81
462.29  466.94  4.65
393.85  405.01  11.16
408.65  493.23  84.58
395.72  465.87  70.15
366.37  385.25  18.88
1116.79  1011.14  -105.65
484.80  492.43  7.63
405.66  400.63  -5.03
618.26  581.76  -36.50
431.95  511.91  79.97
381.61  391.90  10.28
411.23  437.32  26.09
373.88  421.85  47.97
456.38  486.92  30.54
796.81  744.97  -51.84
454.67  464.88  10.20
498.39  542.47  44.08
562.16  529.89  -32.27
759.35  667.24  -92.11
580.06  647.83  67.77
475.75  547.13  71.38
379.74  394.25  14.50
428.82  426.83  -1.98
1043.75  704.24  -339.51
592.40  475.76  -116.64
372.56  432.42  59.86
579.24  645.76  66.52
475.54  471.08  -4.46
555.53  536.66  -18.87
1280.72  1365.48  84.76
425.75  434.69  8.95
765.96  1268.41  502.45
507.15  524.21  17.06
988.24  723.16  -265.07
437.15  592.76  155.61
436.25  436.29  0.05
374.71  476.04  101.33
582.56  676.45  93.89
519.37  428.45  -90.92
445.71  443.02  -2.69
369.24  376.03  6.78
386.83  457.91  71.08
358.03  391.58  33.55
408.27  402.74  -5.53
401.48  442.56  41.09
505.71  494.43  -11.27
992.64  1013.58  20.94
480.08  569.58  89.50
711.09  698.77  -12.31
446.88  488.02  41.15
485.15  481.15  -4.00
547.48  474.80  -72.68
793.62  482.34  -311.27
385.98  475.26  89.29
847.07  944.28  97.21
354.90  374.77  19.87
465.92  499.05  33.13
520.70  477.60  -43.11
609.74  522.76  -86.97
580.58  579.99  -0.59
748.04  821.99  73.96
572.95  481.63  -91.33
469.93  555.42  85.48
544.65  751.19  206.54
619.28  415.24  -204.04
763.58  597.53  -166.04
460.42  411.39  -49.04
389.50  473.51  84.02
461.01  494.03  33.02
1632.80  1567.69  -65.10
721.80  525.83  -195.97
378.04  439.28  61.24
691.17  664.41  -26.75
745.11  783.71  38.60
538.58  516.55  -22.03
597.35  530.80  -66.55
507.05  461.83  -45.22
918.02  764.58  -153.44
393.41  492.08  98.66
392.73  406.41  13.68
590.82  586.39  -4.43
420.00  398.02  -21.97
369.32  410.76  41.44
437.62  495.60  57.99
385.40  402.93  17.53
504.63  576.56  71.93
492.05  441.90  -50.15
573.16  474.48  -98.69
602.60  499.39  -103.21
414.41  463.38  48.97
429.75  602.98  173.23
451.59  486.92  35.33
403.32  417.32  14.00
417.49  389.45  -28.04
431.31  396.64  -34.67
731.47  824.57  93.11
364.48  387.55  23.07
445.84  483.84  38.00
429.35  431.35  2.00
510.61  560.24  49.63
614.66  556.15  -58.51
437.10  458.35  21.26
653.09  657.75  4.66
418.99  445.10  26.11
598.12  508.40  -89.72
415.55  445.44  29.90
963.73  893.04  -70.68
378.94  399.44  20.50
511.33  612.65  101.32
383.68  406.62  22.94
486.91  511.52  24.61
380.50  409.75  29.25
393.72  401.04  7.32
423.36  453.82  30.46
385.58  382.04  -3.54
424.55  485.08  60.52
673.51  705.85  32.33
437.83  491.49  53.66
557.22  559.36  2.14
403.47  470.55  67.08
385.70  421.57  35.88
635.35  779.38  144.03
654.48  745.15  90.67
532.53  494.01  -38.52
400.36  422.16  21.80
561.61  621.90  60.29
474.17  528.19  54.02
489.60  569.04  79.43
384.29  425.21  40.92
376.69  399.78  23.09
350.56  459.92  109.36
561.99  457.85  -104.14
575.10  534.99  -40.11
445.71  537.82  92.11
440.38  570.48  130.10
553.80  574.12  20.33
359.50  382.22  22.72
382.35  473.10  90.75
539.66  593.76  54.10
568.39  528.63  -39.76
384.20  416.07  31.87
532.24  530.98  -1.25
464.62  471.77  7.16
548.67  615.95  67.28
496.20  502.04  5.84
577.57  459.98  -117.60
482.95  419.95  -63.00
658.23  810.99  152.75
512.50  574.45  61.95
396.34  431.58  35.24
447.72  432.48  -15.25
470.40  470.00  -0.40
795.48  770.83  -24.65
424.84  513.43  88.59
450.87  479.05  28.18
381.71  411.34  29.63
570.93  425.34  -145.58
461.61  604.85  143.24
809.31  929.85  120.55
529.05  592.57  63.52
468.26  454.59  -13.67
655.17  570.33  -84.84
644.82  719.00  74.18
579.76  551.74  -28.02
673.59  650.19  -23.41
494.58  569.12  74.55
656.95  729.85  72.89
402.08  421.97  19.89
401.78  439.93  38.15
421.44  439.90  18.46
535.00  612.40  77.40
605.07  630.28  25.21
418.29  475.54  57.25
463.71  511.71  47.99
388.54  388.46  -0.08
617.75  714.70  96.96
590.59  506.26  -84.33
359.95  541.69  181.74
378.73  402.86  24.13
476.26  406.39  -69.87
409.01  390.06  -18.95
372.32  430.26  57.94
525.43  640.57  115.14
555.76  623.31  67.54
556.10  525.01  -31.10
695.55  608.39  -87.16
544.02  535.39  -8.63
496.97  535.38  38.42
366.49  387.70  21.21
509.81  627.71  117.90
633.97  641.25  7.28
723.32  679.12  -44.20
556.10  451.29  -104.81
443.58  389.67  -53.91
420.50  447.73  27.23
577.70  492.18  -85.52
427.40  490.20  62.80
436.72  433.17  -3.55
421.84  435.58  13.75
450.59  444.13  -6.46
516.38  595.91  79.53
438.23  534.31  96.08
426.99  554.27  127.28
901.09  987.91  86.82
569.04  518.66  -50.38
587.31  587.99  0.67
445.67  413.85  -31.82
561.16  493.51  -67.65
597.38  480.63  -116.75
723.93  623.59  -100.34
549.26  538.19  -11.08
528.17  467.48  -60.69
473.32  475.71  2.39
637.19  487.81  -149.38
416.80  393.98  -22.82
587.42  678.08  90.66
499.13  570.61  71.48
371.18  397.24  26.06
415.27  484.82  69.56
711.10  769.24  58.14
504.23  544.86  40.63
506.69  425.88  -80.82
433.48  416.85  -16.64
908.81  812.91  -95.90
404.93  437.75  32.83
479.68  404.65  -75.03
682.56  821.51  138.94
404.55  472.59  68.04
440.20  455.64  15.44
447.29  400.18  -47.11
357.68  410.17  52.49
404.03  401.54  -2.49
572.97  562.05  -10.92
467.76  421.75  -46.01
394.02  386.07  -7.95
509.89  519.85  9.96
349.83  387.07  37.24
436.78  454.26  17.49
489.58  438.27  -51.30
687.86  527.60  -160.25
408.76  402.29  -6.46
682.44  767.81  85.38
956.93  894.35  -62.58
500.27  503.64  3.37
619.96  558.47  -61.49
1334.57  1149.32  -185.24
451.46  458.69  7.23
416.01  419.19  3.18
568.01  638.80  70.80
466.58  518.22  51.64
681.82  564.64  -117.18
452.99  423.27  -29.72
354.68  401.13  46.45
431.53  424.80  -6.73
673.63  801.12  127.49
394.67  612.49  217.82
439.73  543.54  103.80
396.92  387.46  -9.46
392.10  388.13  -3.97
423.63  428.96  5.33
384.59  402.24  17.65
493.68  496.01  2.34
468.73  472.22  3.50
373.35  375.34  1.99
438.74  504.36  65.62
423.90  381.34  -42.56
535.66  506.68  -28.98
390.46  372.69  -17.77
375.59  459.73  84.15
414.48  481.91  67.43
882.93  532.33  -350.60
660.00  690.95  30.95
769.65  680.38  -89.27
852.64  530.26  -322.38
986.58  892.29  -94.29
457.18  442.84  -14.33
1370.46  1228.30  -142.16
378.74  436.85  58.11
559.81  556.42  -3.39
365.53  435.55  70.02
495.67  453.86  -41.81
461.22  515.06  53.84
495.23  688.53  193.30
538.19  590.00  51.82
587.94  526.09  -61.85
346.63  384.73  38.10
827.12  917.77  90.64
681.00  525.75  -155.25
393.59  471.92  78.34
440.65  401.18  -39.47
465.58  503.41  37.83
461.73  408.01  -53.72
418.59  430.06  11.47
732.53  751.86  19.33
388.44  389.88  1.45
370.58  387.50  16.92
637.49  536.27  -101.22
496.16  625.19  129.03
527.60  594.45  66.85
998.12  1080.36  82.24
410.75  422.12  11.36
454.16  460.39  6.24
372.79  401.54  28.74
588.93  619.69  30.76
428.70  434.78  6.08
377.65  381.10  3.45
433.74  491.80  58.06
420.63  430.92  10.29
596.25  754.34  158.09
489.07  485.92  -3.15
701.33  474.67  -226.66
495.15  633.90  138.76
503.85  526.08  22.23
677.02  492.00  -185.03
526.34  435.32  -91.01
414.09  438.80  24.71
365.12  457.17  92.05
359.57  382.93  23.37
737.25  583.25  -154.00
519.52  617.26  97.74
422.92  395.95  -26.97
607.06  631.84  24.78
358.92  384.21  25.29
594.06  539.71  -54.35
388.37  428.01  39.65
443.28  486.34  43.06
634.88  726.44  91.56
604.13  744.40  140.27
536.72  636.94  100.22
481.65  498.32  16.67
630.80  590.21  -40.59
459.98  541.01  81.03
554.90  643.16  88.27
432.03  404.93  -27.10
397.41  504.08  106.66
570.51  625.94  55.42
494.67  401.67  -93.00
346.04  391.81  45.77
642.06  486.10  -155.96
388.27  402.76  14.49
519.51  499.35  -20.16
471.81  443.99  -27.82
737.48  757.48  20.00
356.91  394.38  37.46
459.25  464.71  5.46
541.51  569.66  28.16
424.54  390.16  -34.38
426.63  421.44  -5.20
750.48  754.62  4.13
499.39  472.25  -27.15
602.22  567.09  -35.13
594.29  597.94  3.66
516.15  568.00  51.86
431.10  458.07  26.96
387.96  396.61  8.65
662.25  670.57  8.32
489.32  480.09  -9.24
1225.02  804.85  -420.17
629.07  488.01  -141.06
473.16  556.43  83.27
486.18  438.10  -48.08
778.38  711.85  -66.52
561.94  688.84  126.90
473.40  446.60  -26.79
492.10  478.48  -13.62
458.57  387.45  -71.12
465.84  524.70  58.86
687.24  519.20  -168.03
458.94  525.71  66.77
649.52  610.56  -38.97
364.17  405.77  41.61
458.05  505.93  47.87
686.08  606.75  -79.33
780.39  682.69  -97.70
353.37  412.07  58.70
375.92  428.57  52.65
549.81  526.63  -23.18
443.35  438.84  -4.51
417.95  393.24  -24.71
683.30  757.14  73.84
550.27  487.29  -62.98
545.33  579.87  34.53
516.66  469.73  -46.93
457.15  519.19  62.05
493.17  450.96  -42.21
575.08  581.93  6.85
407.54  428.31  20.77
533.85  453.30  -80.56
420.48  538.80  118.31
495.54  452.91  -42.63
529.36  498.18  -31.18
679.12  605.40  -73.72
768.33  791.13  22.79
704.72  688.73  -15.99
439.53  560.50  120.97
503.88  541.96  38.08
521.51  583.63  62.12
440.79  471.27  30.47
946.95  645.12  -301.83
866.69  1093.04  226.35
399.80  385.88  -13.92
447.89  476.50  28.61
463.65  506.51  42.86
686.13  446.87  -239.25
516.00  478.91  -37.09
704.12  749.49  45.37
513.60  606.94  93.33
886.60  788.38  -98.21
647.93  657.22  9.29
565.09  548.36  -16.73
365.42  397.81  32.38
389.96  486.91  96.95
403.09  416.53  13.44
676.01  626.59  -49.42
538.80  479.75  -59.05
581.62  637.20  55.58
470.78  396.21  -74.57
558.91  509.17  -49.74
403.95  389.20  -14.76
549.99  641.15  91.16
532.57  549.75  17.17
481.06  457.06  -23.99
593.40  546.28  -47.12
689.08  606.62  -82.46
521.54  428.13  -93.41
480.20  524.80  44.60
405.15  430.63  25.48
362.56  417.78  55.23
443.06  477.43  34.37
378.26  704.65  326.39
482.75  478.55  -4.20
425.55  397.63  -27.92
515.36  568.84  53.48
399.56  395.99  -3.57
457.37  475.22  17.85
397.26  389.98  -7.27
455.51  509.99  54.47
454.82  464.25  9.42
450.23  419.82  -30.41
597.82  698.39  100.57
823.23  849.88  26.65
1277.19  791.76  -485.43
551.25  466.57  -84.68
852.31  792.97  -59.34
388.40  454.88  66.48
440.40  422.97  -17.43
468.27  465.85  -2.42
686.63  587.39  -99.24
573.77  468.12  -105.65
564.79  559.90  -4.88
475.97  463.65  -12.33
388.07  404.97  16.90
568.84  484.44  -84.40
727.50  699.15  -28.35
374.74  410.83  36.09
711.25  666.57  -44.68
655.61  610.38  -45.24
351.94  403.21  51.27
1358.63  1102.49  -256.15
637.10  470.03  -167.07
407.62  511.64  104.02
650.80  852.35  201.55
457.90  500.58  42.69
589.60  439.59  -150.01
1041.98  816.79  -225.19
364.11  379.66  15.55
388.00  442.04  54.04
410.42  508.43  98.01
598.34  561.51  -36.83
687.24  702.07  14.83
413.73  584.99  171.26
536.94  509.89  -27.05
553.31  585.70  32.40
439.30  447.68  8.37
604.56  618.07  13.51
412.22  491.08  78.86
442.40  426.89  -15.51
680.67  628.76  -51.91
418.58  401.77  -16.80
399.16  392.31  -6.85
598.82  640.50  41.68
492.68  429.01  -63.67
482.48  439.68  -42.80
444.67  424.17  -20.50
837.67  812.20  -25.46
398.97  389.34  -9.63
355.08  397.80  42.72
361.61  376.72  15.11
707.67  772.79  65.13
834.21  674.36  -159.85
387.27  422.78  35.51
416.67  439.85  23.18
683.06  554.32  -128.74
542.63  526.31  -16.32
565.23  506.01  -59.22
1168.76  755.45  -413.31
514.39  523.60  9.22
683.41  635.74  -47.67
566.89  550.15  -16.74
789.36  845.21  55.85
500.76  642.88  142.12
417.73  408.47  -9.25
552.75  561.80  9.05
449.56  428.50  -21.06
777.00  644.86  -132.14
397.12  416.25  19.13
444.82  446.41  1.60
368.70  421.50  52.81
440.10  393.12  -46.98
464.68  447.74  -16.94
400.30  401.90  1.60
532.92  662.55  129.63
609.13  560.65  -48.48
